cell_id,scenario,snr_db,beam_index,nmse_mmse,nmse_ai,attack_type,attack_severity,trust_score,step,ue_count,load,twin_fidelity,x_m,y_m
CELL_019,NTN-LEO,-0.69,15,0.117551,0.052769,normal,0.0,0.9557,89,13,0.616,0.9558,188.5,494.9
CELL_020,FR2-mmWave,14.87,2,0.002,0.001,normal,0.0,0.9881,89,8,0.767,0.9599,355.9,499.4
CELL_021,UMa,16.6,11,0.023607,0.003495,normal,0.0,0.9792,89,9,0.353,0.9597,499.9,494.7
CELL_022,UMa,5.42,30,0.033176,0.004508,pilot_contamination,0.9391,0.05,89,39,0.86,0.9033,638.3,482.6
CELL_023,UMi,15.64,26,0.007799,0.001306,normal,0.0,0.9955,89,11,0.852,0.9599,816.9,498.3
CELL_000,RIS,7.37,2,0.013858,0.003259,normal,0.0,0.9806,90,34,0.489,0.9597,68.7,67.2
CELL_001,THz,17.41,30,0.063308,0.015571,normal,0.0,0.9676,90,30,0.529,0.9588,196.7,55.7
CELL_002,UMa,15.45,28,0.024816,0.004035,normal,0.0,0.9536,90,24,0.848,0.9597,344.7,56.4
CELL_003,FR2-mmWave,13.15,11,0.014388,0.003325,normal,0.0,0.9904,90,37,0.352,0.9597,493.6,37.7
CELL_004,NTN-LEO,10.68,26,0.244497,0.049001,normal,0.0,0.9881,90,32,0.362,0.9561,633.8,50.2
CELL_005,RIS,-5.0,16,0.07636,0.034278,normal,0.0,0.9765,90,9,0.548,0.9573,793.2,51.0
CELL_006,RMa,6.55,26,0.284414,0.04839,pilot_contamination,0.3153,0.601,90,22,0.494,0.9372,43.1,200.5
CELL_007,FR2-mmWave,10.26,30,0.023581,0.007592,normal,0.0,0.9608,90,29,0.512,0.9594,188.9,195.7
CELL_008,THz,8.33,12,0.243205,0.083717,normal,0.0,0.991,90,31,0.652,0.9533,348.5,190.2
CELL_009,RIS,19.57,16,0.030734,0.002862,backdoor,0.3869,0.606,90,36,0.35,0.9366,500.0,210.9
CELL_010,UMa,23.11,19,0.002,0.001,jamming,0.8019,0.05,90,24,0.521,0.9118,650.2,195.8
CELL_011,NTN-LEO,12.79,3,0.005414,0.001,normal,0.0,0.9971,90,22,0.252,0.9599,800.5,224.4
CELL_012,THz,16.34,31,0.002,0.001,normal,0.0,0.9877,90,10,0.666,0.9599,54.2,336.7
CELL_013,FR2-mmWave,25.77,7,0.038545,0.005057,normal,0.0,0.996,90,16,0.711,0.9596,180.9,370.6
CELL_014,UMi,12.94,26,0.002,0.001,normal,0.0,0.9849,90,37,0.528,0.9599,354.8,356.3
CELL_015,UMi,12.22,9,0.300432,0.041481,jamming,0.6751,0.05,90,30,0.554,0.9162,480.7,387.6
CELL_016,InH,21.99,22,0.005266,0.001,normal,0.0,0.9869,90,13,0.347,0.9599,658.9,344.4
CELL_017,RIS,7.51,22,0.078964,0.015446,pilot_contamination,0.4093,0.4921,90,9,0.341,0.9342,792.0,360.2
CELL_018,FR2-mmWave,2.43,10,0.10119,0.037945,normal,0.0,0.9708,90,27,0.305,0.957,67.7,507.6
CELL_019,UMa,30.74,18,0.002,0.001,jamming,0.8235,0.05,90,29,0.52,0.9105,221.4,547.5
CELL_020,NTN-LEO,10.71,24,0.002,0.001,normal,0.0,0.9841,90,14,0.785,0.9599,335.4,498.7
CELL_021,FR2-mmWave,1.08,16,0.166641,0.072406,normal,0.0,0.9885,90,36,0.201,0.9542,503.8,511.4
CELL_022,InH,17.91,19,0.002,0.001,normal,0.0,0.9779,90,21,0.725,0.9599,645.6,508.8
CELL_023,THz,1.41,31,0.169514,0.054508,normal,0.0,0.9758,90,14,0.299,0.9556,788.9,496.8
CELL_000,RMa,4.72,8,0.461935,0.119695,normal,0.0,0.9934,91,10,0.874,0.9504,21.6,48.9
CELL_001,RIS,11.9,23,0.033928,0.009093,normal,0.0,0.9971,91,13,0.275,0.9593,184.8,48.4
CELL_002,RMa,-1.11,10,0.447335,0.136085,normal,0.0,0.9803,91,19,0.436,0.9491,333.8,37.2
CELL_003,FR2-mmWave,5.7,21,0.232945,0.049531,jamming,0.7185,0.05,91,35,0.861,0.9129,507.6,54.1
CELL_004,FR2-mmWave,10.09,4,0.253803,0.07284,normal,0.0,0.9898,91,11,0.385,0.9542,664.4,38.4
CELL_005,UMi,8.24,5,0.107082,0.024194,normal,0.0,0.992,91,34,0.268,0.9581,799.4,59.1
CELL_006,RIS,5.97,10,0.30906,0.063594,pilot_contamination,0.9214,0.05,91,10,0.405,0.8996,47.7,211.0
CELL_007,FR2-mmWave,2.42,12,0.461357,0.173046,normal,0.0,0.9808,91,34,0.54,0.9462,209.4,211.4
CELL_008,UMi,5.41,29,0.195917,0.04854,false_csi_injection,0.5723,0.3878,91,26,0.569,0.9218,356.9,200.5
CELL_009,RIS,12.93,22,0.016228,0.004744,normal,0.0,0.996,91,36,0.724,0.9596,513.2,206.2
CELL_010,THz,13.94,31,0.002,0.001,normal,0.0,0.9562,91,9,0.678,0.9599,669.1,189.9
CELL_011,UMa,17.37,22,0.002,0.001,jamming,0.3676,0.4846,91,24,0.805,0.9379,804.0,201.1
CELL_012,THz,15.9,2,0.002,0.001,normal,0.0,0.9732,91,39,0.576,0.9599,51.5,349.0
CELL_013,RMa,20.68,8,0.01811,0.001824,adversarial,0.1448,0.8369,91,11,0.482,0.9512,208.8,365.0
CELL_014,RMa,1.02,30,0.299048,0.095696,normal,0.0,0.9739,91,20,0.861,0.9523,362.4,357.9
CELL_015,NTN-LEO,16.56,16,0.037605,0.008423,normal,0.0,0.987,91,26,0.427,0.9593,493.4,349.9
CELL_016,FR2-mmWave,5.13,3,0.653889,0.168905,false_csi_injection,0.5004,0.4786,91,29,0.361,0.9165,658.2,339.5
CELL_017,UMi,10.41,2,0.390504,0.125039,normal,0.0,0.9574,91,28,0.876,0.95,810.1,370.3
CELL_018,UMa,10.07,25,0.118665,0.024102,normal,0.0,0.9892,91,18,0.886,0.9581,62.4,503.4
CELL_019,FR2-mmWave,3.22,14,0.33381,0.071242,data_poisoning,0.8879,0.0711,91,29,0.808,0.901,213.5,503.5
CELL_020,InH,12.27,29,0.052179,0.012265,adversarial,0.2474,0.732,91,10,0.728,0.9442,347.3,521.2
CELL_021,InH,9.58,2,0.014653,0.003033,normal,0.0,0.9852,91,36,0.634,0.9598,487.3,489.2
CELL_022,THz,10.36,6,0.015771,0.004375,csi_spoofing,0.1315,0.8272,91,37,0.68,0.9518,642.6,504.3
CELL_023,NTN-LEO,18.32,16,0.002,0.001,data_poisoning,0.4811,0.4859,91,16,0.578,0.9311,794.0,523.5
CELL_000,FR2-mmWave,8.38,30,0.03203,0.011008,normal,0.0,0.9948,92,18,0.352,0.9591,49.1,44.9
CELL_001,THz,1.91,2,0.40589,0.126401,adversarial,0.3442,0.6526,92,11,0.489,0.9292,218.7,39.9
CELL_002,THz,12.07,13,0.543631,0.08737,jamming,0.9142,0.05,92,21,0.679,0.8982,352.2,65.6
CELL_003,InH,-2.45,2,1.2,0.30418,adversarial,0.8644,0.1238,92,10,0.909,0.8838,518.6,40.5
CELL_004,InH,22.13,31,0.002,0.001,normal,0.0,0.9647,92,36,0.82,0.9599,627.3,58.4
CELL_005,RIS,7.21,12,0.241957,0.070599,normal,0.0,0.9808,92,19,0.685,0.9544,814.1,45.1
CELL_006,THz,-5.0,24,0.381561,0.171283,normal,0.0,0.9736,92,36,0.436,0.9463,49.0,211.2
CELL_007,UMi,-2.83,7,0.608245,0.273041,normal,0.0,0.9945,92,26,0.478,0.9382,196.5,209.0
CELL_008,UMa,24.69,11,0.002,0.001,pilot_contamination,0.2275,0.6977,92,8,0.48,0.9463,350.1,190.9
CELL_009,UMi,21.96,7,0.091174,0.010676,csi_spoofing,0.9301,0.05,92,14,0.288,0.9033,513.1,190.2
CELL_010,RIS,22.71,28,0.004673,0.001,normal,0.0,0.9758,92,33,0.296,0.9599,646.6,201.5
CELL_011,InH,7.1,19,0.374494,0.134359,normal,0.0,0.967,92,23,0.923,0.9493,787.9,212.4
CELL_012,FR2-mmWave,8.42,10,0.142448,0.048891,normal,0.0,0.9598,92,28,0.469,0.9561,28.9,368.6
CELL_013,InH,28.18,30,0.002,0.001,normal,0.0,0.9737,92,11,0.414,0.9599,225.3,364.3
CELL_014,RMa,17.09,1,0.016957,0.002498,normal,0.0,0.9907,92,12,0.766,0.9598,339.4,335.1
CELL_015,RMa,29.09,22,0.002,0.001,pilot_contamination,0.9369,0.05,92,26,0.378,0.9037,483.6,350.0
CELL_016,UMi,18.49,13,0.002389,0.001,normal,0.0,0.9992,92,33,0.947,0.9599,643.2,366.6
CELL_017,NTN-LEO,-4.12,13,0.322337,0.097665,normal,0.0,0.9815,92,28,0.922,0.9522,795.8,335.7
CELL_018,InH,4.04,24,0.14836,0.040921,normal,0.0,0.967,92,31,0.236,0.9567,37.3,494.6
CELL_019,UMa,-1.25,11,1.021359,0.187238,jamming,0.7962,0.05,92,26,0.424,0.8972,208.8,476.3
CELL_020,RIS,14.33,21,0.002,0.001,normal,0.0,0.9649,92,22,0.495,0.9599,347.1,501.1
CELL_021,UMa,10.72,15,0.113457,0.023834,normal,0.0,0.9515,92,28,0.674,0.9581,489.1,514.6
CELL_022,UMi,6.19,27,0.059833,0.01471,normal,0.0,0.9803,92,35,0.256,0.9588,647.2,510.6
CELL_023,THz,14.61,25,0.025637,0.007038,normal,0.0,0.9663,92,13,0.881,0.9594,782.4,514.7
CELL_000,InH,12.39,25,0.022084,0.003778,data_poisoning,0.9544,0.05,93,20,0.86,0.9024,66.3,57.4
CELL_001,RIS,6.26,25,1.2,0.567496,pilot_contamination,0.4274,0.4631,93,35,0.24,0.889,198.7,31.2
CELL_002,NTN-LEO,4.54,7,0.002,0.001,normal,0.0,0.968,93,34,0.712,0.9599,340.1,67.2
CELL_003,FR2-mmWave,22.55,17,0.002,0.001,normal,0.0,0.9657,93,26,0.752,0.9599,493.5,33.3
CELL_004,RMa,26.07,24,0.002,0.001,jamming,0.9573,0.05,93,15,0.84,0.9025,646.6,36.8
CELL_005,UMi,-4.83,27,0.489636,0.151485,normal,0.0,0.9502,93,33,0.306,0.9479,785.4,20.3
CELL_006,THz,10.75,24,0.009078,0.001936,csi_spoofing,0.5035,0.4498,93,25,0.944,0.9296,41.5,186.9
CELL_007,InH,16.64,22,0.002679,0.001,normal,0.0,0.9921,93,20,0.448,0.9599,211.3,205.2
CELL_008,UMa,19.52,21,0.04446,0.005846,normal,0.0,0.977,93,9,0.26,0.9595,317.1,154.5
CELL_009,UMa,17.66,6,0.003098,0.001,normal,0.0,0.9917,93,28,0.344,0.9599,491.4,173.4
CELL_010,UMi,14.12,17,1.2,0.329361,normal,0.0,0.9641,93,22,0.764,0.9337,667.5,208.2
CELL_011,RIS,3.35,24,0.38107,0.138637,normal,0.0,0.9771,93,26,0.838,0.9489,782.6,197.7
CELL_012,THz,12.39,1,0.002,0.001,normal,0.0,0.9839,93,8,0.48,0.9599,43.7,372.4
CELL_013,InH,-1.95,8,0.213028,0.043082,adversarial,0.6514,0.3373,93,23,0.865,0.9175,214.2,351.2
CELL_014,InH,2.79,20,0.306838,0.126494,normal,0.0,0.9515,93,16,0.623,0.9499,351.1,353.3
CELL_015,THz,9.66,9,0.026253,0.00594,normal,0.0,0.956,93,17,0.664,0.9595,499.6,325.8
CELL_016,UMa,12.23,21,0.233374,0.024704,data_poisoning,0.9435,0.05,93,39,0.502,0.9014,641.5,350.0
CELL_017,UMi,12.65,12,0.062709,0.014797,normal,0.0,0.9968,93,34,0.715,0.9588,791.8,341.6
CELL_018,InH,7.89,0,0.005974,0.001699,normal,0.0,0.9988,93,37,0.666,0.9599,49.2,485.9
CELL_019,UMi,3.8,10,0.276145,0.091056,normal,0.0,0.9602,93,10,0.877,0.9527,212.3,498.0
CELL_020,UMi,17.71,5,0.008388,0.001206,normal,0.0,0.9757,93,24,0.782,0.9599,355.0,483.5
CELL_021,THz,-2.47,9,0.221134,0.099267,normal,0.0,0.9676,93,28,0.345,0.9521,503.2,480.3
CELL_022,THz,8.08,17,0.038467,0.00963,normal,0.0,0.9911,93,25,0.481,0.9592,637.4,494.5
CELL_023,RMa,19.08,10,0.086371,0.008081,backdoor,0.3676,0.6196,93,21,0.332,0.9373,809.4,479.8
CELL_000,NTN-LEO,24.1,24,0.002,0.001,normal,0.0,0.9756,94,8,0.568,0.9599,74.3,52.4
CELL_001,RIS,1.47,10,0.292274,0.125524,normal,0.0,0.9505,94,11,0.359,0.95,209.4,53.5
CELL_002,RMa,13.62,23,0.310196,0.043861,jamming,0.1706,0.7441,94,34,0.518,0.9463,342.1,20.8
CELL_003,FR2-mmWave,19.11,29,0.002,0.001,normal,0.0,0.9994,94,39,0.92,0.9599,499.3,47.8
CELL_004,NTN-LEO,20.54,19,0.005767,0.001245,normal,0.0,0.9962,94,36,0.353,0.9599,654.3,77.6
CELL_005,RMa,5.54,4,0.030764,0.004239,pilot_contamination,0.9902,0.05,94,15,0.633,0.9002,808.5,59.1
CELL_006,NTN-LEO,9.32,17,0.489024,0.062314,pilot_contamination,0.6711,0.1653,94,21,0.597,0.9147,28.0,217.9
CELL_007,FR2-mmWave,18.78,30,0.004763,0.001,normal,0.0,0.9737,94,8,0.784,0.9599,194.0,197.4
CELL_008,UMi,3.78,17,0.182745,0.073046,normal,0.0,0.9577,94,10,0.746,0.9542,358.3,214.8
CELL_009,RMa,16.6,11,0.037471,0.006653,normal,0.0,0.9749,94,36,0.843,0.9595,507.0,225.2
CELL_010,FR2-mmWave,16.37,21,0.006236,0.001,pilot_contamination,0.9417,0.05,94,18,0.366,0.9034,640.1,192.4
CELL_011,UMi,13.99,17,0.247555,0.069571,normal,0.0,0.9956,94,33,0.891,0.9544,788.3,211.0
CELL_012,THz,4.03,7,0.032038,0.012702,normal,0.0,0.9996,94,22,0.547,0.959,56.6,362.7
CELL_013,InH,5.98,20,0.632953,0.0916,false_csi_injection,0.7983,0.1894,94,26,0.646,0.9048,208.1,339.2
CELL_014,NTN-LEO,16.06,10,0.101953,0.021904,normal,0.0,0.9716,94,36,0.805,0.9582,350.1,335.9
CELL_015,RMa,9.54,15,0.454429,0.093984,normal,0.0,0.9934,94,13,0.349,0.9525,486.6,369.1
CELL_016,RIS,13.49,12,0.037649,0.01078,normal,0.0,0.9791,94,37,0.845,0.9591,631.3,342.7
CELL_017,UMa,16.81,25,0.173813,0.016013,false_csi_injection,0.6639,0.3123,94,20,0.361,0.9189,796.4,334.9
CELL_018,UMa,22.08,22,0.00712,0.001,normal,0.0,0.9927,94,14,0.413,0.9599,84.7,510.7
CELL_019,RIS,6.67,17,0.457134,0.101563,csi_spoofing,0.748,0.2061,94,19,0.825,0.907,196.4,477.9
CELL_020,RIS,18.98,29,0.077135,0.015404,normal,0.0,0.9665,94,28,0.644,0.9588,377.0,511.4
CELL_021,FR2-mmWave,22.93,0,0.002,0.001,normal,0.0,0.9537,94,19,0.792,0.9599,489.6,503.1
CELL_022,InH,15.0,5,0.007504,0.001205,normal,0.0,0.9632,94,29,0.764,0.9599,656.3,504.2
CELL_023,THz,27.33,30,0.002012,0.001,adversarial,0.7059,0.273,94,24,0.331,0.9176,802.3,489.8
CELL_000,InH,11.37,1,0.004253,0.001316,normal,0.0,0.9823,95,25,0.883,0.9599,58.1,42.5
CELL_001,RMa,10.76,9,0.021174,0.004232,normal,0.0,0.9874,95,8,0.438,0.9597,202.6,42.8
CELL_002,THz,-5.0,22,0.002319,0.001,adversarial,0.2175,0.7589,95,35,0.363,0.9469,353.7,56.1
CELL_003,InH,16.83,6,0.01747,0.003443,normal,0.0,0.9906,95,28,0.926,0.9597,481.8,43.0
CELL_004,FR2-mmWave,9.25,5,0.118808,0.032096,normal,0.0,0.978,95,29,0.361,0.9574,661.6,36.6
CELL_005,NTN-LEO,24.62,15,0.002,0.001,normal,0.0,0.9767,95,35,0.399,0.9599,784.3,35.2
CELL_006,RMa,24.52,19,0.005684,0.001,normal,0.0,0.9576,95,39,0.877,0.9599,36.1,184.8
CELL_007,NTN-LEO,20.77,27,0.002181,0.001,normal,0.0,0.9849,95,20,0.821,0.9599,200.2,196.8
CELL_008,InH,22.55,3,0.017944,0.002683,normal,0.0,0.9508,95,21,0.874,0.9598,344.3,200.9
CELL_009,FR2-mmWave,8.86,15,0.233624,0.059235,false_csi_injection,0.1577,0.8059,95,10,0.462,0.9458,491.6,177.4
CELL_010,UMi,9.76,2,0.666647,0.176544,normal,0.0,0.985,95,38,0.833,0.9459,652.9,182.3
CELL_011,InH,9.31,23,0.021163,0.00504,normal,0.0,0.9954,95,32,0.721,0.9596,781.3,185.8
CELL_012,NTN-LEO,20.82,13,0.002,0.001,normal,0.0,0.9746,95,35,0.918,0.9599,41.0,347.7
CELL_013,UMi,1.76,16,1.2,0.618331,normal,0.0,0.9774,95,26,0.661,0.9105,197.3,335.9
CELL_014,UMi,7.51,0,0.218606,0.077364,normal,0.0,0.9919,95,25,0.898,0.9538,355.4,338.7
CELL_015,RIS,14.58,11,0.002,0.001,normal,0.0,0.976,95,19,0.447,0.9599,481.9,362.4
CELL_016,FR2-mmWave,13.61,13,0.002373,0.001,pilot_contamination,0.1594,0.759,95,22,0.839,0.9504,660.1,363.1
CELL_017,FR2-mmWave,7.05,7,0.05597,0.013206,normal,0.0,0.9945,95,20,0.925,0.9589,820.9,363.7
CELL_018,UMi,10.99,5,0.308448,0.061438,normal,0.0,0.9574,95,38,0.63,0.9551,61.2,476.1
CELL_019,UMi,-4.07,9,1.2,0.447942,jamming,0.5137,0.243,95,9,0.834,0.8933,192.9,504.8
CELL_020,InH,-3.96,31,0.029297,0.009371,normal,0.0,0.9844,95,9,0.369,0.9593,347.5,477.2
CELL_021,InH,13.53,20,0.017567,0.003173,pilot_contamination,0.5449,0.3305,95,15,0.42,0.9271,515.5,512.5
CELL_022,THz,10.2,25,0.002,0.001,normal,0.0,0.9597,95,21,0.275,0.9599,648.8,490.3
CELL_023,UMa,20.75,12,0.01399,0.001907,normal,0.0,0.979,95,20,0.23,0.9598,789.4,500.0
CELL_000,UMa,21.37,13,0.04427,0.009217,normal,0.0,0.968,96,26,0.336,0.9593,70.2,51.6
CELL_001,NTN-LEO,7.75,27,0.063677,0.022357,normal,0.0,0.9922,96,16,0.34,0.9582,207.0,34.2
CELL_002,InH,16.16,22,0.004595,0.001,csi_spoofing,0.4055,0.5459,96,20,0.215,0.9356,341.0,75.4
CELL_003,InH,16.99,11,0.002,0.001,normal,0.0,0.9723,96,39,0.855,0.9599,479.3,47.5
CELL_004,UMa,22.55,17,0.027043,0.002986,normal,0.0,0.977,96,25,0.753,0.9598,646.9,67.9
CELL_005,THz,16.66,30,0.002,0.001,jamming,0.7088,0.05,96,25,0.585,0.9174,815.1,57.7
CELL_006,THz,2.42,27,0.134797,0.05621,normal,0.0,0.9577,96,11,0.943,0.9555,30.1,215.6
CELL_007,RMa,4.4,3,0.14829,0.03844,normal,0.0,0.9961,96,21,0.945,0.9569,190.4,204.6
CELL_008,NTN-LEO,7.35,15,0.562665,0.126871,false_csi_injection,0.6459,0.3158,96,25,0.402,0.9111,338.4,204.9
CELL_009,RMa,20.65,19,0.076472,0.009107,normal,0.0,0.9989,96,14,0.347,0.9593,505.7,191.8
CELL_010,FR2-mmWave,16.16,28,0.002,0.001,csi_spoofing,0.9657,0.05,96,9,0.892,0.902,662.2,181.9
CELL_011,FR2-mmWave,4.94,18,1.2,0.501725,normal,0.0,0.9611,96,11,0.511,0.9199,799.4,188.7
CELL_012,THz,9.38,7,0.741845,0.246335,normal,0.0,0.9515,96,21,0.2,0.9403,41.3,368.4
CELL_013,NTN-LEO,13.2,25,0.02731,0.005839,normal,0.0,0.9973,96,11,0.306,0.9595,204.5,363.2
CELL_014,RIS,-0.71,2,1.2,0.403003,data_poisoning,0.3367,0.653,96,27,0.718,0.9076,325.4,352.0
CELL_015,THz,19.99,16,0.099388,0.015823,normal,0.0,0.9858,96,23,0.693,0.9587,493.1,355.1
CELL_016,InH,15.88,19,0.51683,0.051769,pilot_contamination,0.5365,0.3343,96,28,0.565,0.9237,642.0,346.9
CELL_017,FR2-mmWave,10.65,23,0.026483,0.005355,normal,0.0,0.9517,96,20,0.91,0.9596,795.7,351.1
CELL_018,RMa,-0.07,6,0.142795,0.032657,data_poisoning,0.303,0.6924,96,11,0.734,0.9392,47.7,503.5
CELL_019,RIS,18.34,4,0.118115,0.027968,normal,0.0,0.964,96,28,0.408,0.9578,206.4,495.9
CELL_020,THz,-4.2,21,0.951437,0.321291,normal,0.0,0.9937,96,10,0.603,0.9343,351.4,503.9
CELL_021,UMa,21.31,3,0.00377,0.001,normal,0.0,0.9897,96,32,0.81,0.9599,479.9,501.4
CELL_022,FR2-mmWave,17.51,17,0.010768,0.002294,normal,0.0,0.9658,96,28,0.685,0.9598,648.7,485.8
CELL_023,THz,0.28,6,0.430205,0.191529,normal,0.0,0.9718,96,17,0.853,0.9447,803.6,495.4
CELL_000,THz,-0.88,0,0.259252,0.116378,normal,0.0,0.9817,97,13,0.776,0.9507,63.7,57.6
CELL_001,InH,15.92,9,0.002,0.001,normal,0.0,0.9993,97,19,0.549,0.9599,177.3,41.3
CELL_002,FR2-mmWave,-2.64,14,0.00461,0.001728,normal,0.0,0.9592,97,36,0.601,0.9599,353.1,56.5
CELL_003,RIS,-4.54,28,0.465146,0.208804,normal,0.0,0.9525,97,27,0.259,0.9433,490.0,55.1
CELL_004,RMa,20.65,19,0.076472,0.009107,normal,0.0,0.9989,97,38,0.805,0.9593,668.1,45.4
CELL_005,THz,-5.0,5,0.816813,0.309824,csi_spoofing,0.1566,0.8106,97,16,0.477,0.9258,784.0,53.1
CELL_006,THz,7.98,17,0.018769,0.006538,normal,0.0,0.9599,97,19,0.283,0.9595,38.3,189.2
CELL_007,UMa,17.79,16,0.021358,0.002145,jamming,0.3137,0.559,97,14,0.286,0.941,192.4,214.8
CELL_008,THz,2.65,31,0.668242,0.276684,normal,0.0,0.9706,97,12,0.371,0.9379,385.4,196.0
CELL_009,UMi,11.8,21,0.712462,0.079475,data_poisoning,0.9079,0.0523,97,36,0.437,0.8992,507.1,193.3
CELL_010,InH,9.43,16,0.007802,0.001849,normal,0.0,0.9806,97,25,0.862,0.9599,659.9,212.2
CELL_011,THz,20.92,4,0.002,0.001,normal,0.0,0.9818,97,25,0.829,0.9599,801.6,188.0
CELL_012,UMi,6.96,27,0.003919,0.001025,normal,0.0,0.9878,97,22,0.727,0.9599,81.0,361.8
CELL_013,InH,1.94,24,0.006484,0.002279,normal,0.0,0.9851,97,30,0.289,0.9598,207.0,344.9
CELL_014,FR2-mmWave,-5.0,21,0.799139,0.323927,normal,0.0,0.9981,97,31,0.629,0.9341,360.2,317.7
CELL_015,UMa,24.74,25,0.002,0.001,normal,0.0,0.9945,97,24,0.421,0.9599,502.2,350.7
CELL_016,UMi,17.25,30,0.003765,0.001,normal,0.0,0.9764,97,23,0.521,0.9599,653.6,359.4
CELL_017,UMa,6.24,18,1.2,0.373111,pilot_contamination,0.9873,0.05,97,35,0.864,0.8709,791.0,350.6
CELL_018,UMa,-2.94,23,0.002,0.001,normal,0.0,0.9638,97,22,0.931,0.9599,43.4,487.2
CELL_019,THz,23.73,28,0.002,0.001,normal,0.0,0.9707,97,9,0.905,0.9599,211.6,517.2
CELL_020,THz,16.22,27,0.004697,0.001211,normal,0.0,0.9726,97,32,0.208,0.9599,347.6,496.2
CELL_021,RIS,13.12,18,0.002,0.001,normal,0.0,0.9856,97,9,0.491,0.9599,497.1,520.5
CELL_022,InH,21.55,31,0.002,0.001,normal,0.0,0.9921,97,17,0.679,0.9599,654.0,509.9
CELL_023,NTN-LEO,7.39,11,0.325492,0.088208,normal,0.0,0.9612,97,18,0.435,0.9529,793.6,506.5
CELL_000,RMa,9.25,15,0.017569,0.00368,normal,0.0,0.9682,98,30,0.693,0.9597,51.3,45.9
CELL_001,THz,8.37,18,0.273322,0.093945,normal,0.0,0.9966,98,20,0.928,0.9525,185.8,54.9
CELL_002,FR2-mmWave,15.89,28,0.008576,0.00224,normal,0.0,0.97,98,39,0.218,0.9598,316.7,58.4
CELL_003,THz,10.42,8,0.011039,0.003534,normal,0.0,0.9808,98,19,0.236,0.9597,500.0,24.1
CELL_004,InH,14.67,27,0.002,0.001,normal,0.0,0.971,98,34,0.31,0.9599,657.6,41.9
CELL_005,RMa,10.29,19,0.073788,0.014957,normal,0.0,0.9764,98,33,0.374,0.9588,805.5,41.0
CELL_006,RIS,20.79,18,0.03678,0.006013,normal,0.0,0.9901,98,14,0.713,0.9595,37.4,186.9
CELL_007,RIS,2.7,3,0.230291,0.06449,normal,0.0,0.9784,98,37,0.42,0.9548,186.2,208.8
CELL_008,UMa,20.45,12,0.007141,0.001,normal,0.0,0.9501,98,25,0.939,0.9599,342.9,200.9
CELL_009,InH,20.54,5,0.002197,0.001,normal,0.0,0.9908,98,34,0.351,0.9599,509.2,183.1
CELL_010,FR2-mmWave,25.24,28,0.003628,0.001,normal,0.0,0.9606,98,23,0.361,0.9599,663.7,198.9
CELL_011,UMa,21.13,25,0.055163,0.005418,csi_spoofing,0.7455,0.236,98,24,0.344,0.9148,798.7,198.2
CELL_012,RMa,9.23,9,0.048291,0.006147,jamming,0.6708,0.0514,98,26,0.593,0.9193,85.9,340.9
CELL_013,InH,16.97,4,0.006537,0.00128,normal,0.0,0.97,98,15,0.385,0.9599,197.9,348.9
CELL_014,FR2-mmWave,-5.0,24,0.942287,0.422993,normal,0.0,0.9979,98,21,0.647,0.9262,325.0,348.7
CELL_015,RIS,4.24,8,0.241394,0.078389,normal,0.0,0.9729,98,18,0.285,0.9537,485.9,357.3
CELL_016,UMa,22.53,15,0.022671,0.00287,normal,0.0,0.9743,98,30,0.266,0.9598,648.5,341.3
CELL_017,UMa,-1.75,15,0.431858,0.186222,normal,0.0,0.9559,98,13,0.837,0.9451,794.5,360.1
CELL_018,InH,21.39,5,0.002,0.001,csi_spoofing,0.322,0.6705,98,39,0.543,0.9406,59.3,511.1
CELL_019,UMi,18.37,8,0.002,0.001,normal,0.0,0.9839,98,13,0.947,0.9599,200.3,506.7
CELL_020,FR2-mmWave,3.62,0,0.471286,0.169941,normal,0.0,0.9661,98,9,0.676,0.9464,352.1,507.4
CELL_021,THz,19.16,5,0.036106,0.004382,jamming,0.9301,0.05,98,21,0.776,0.9038,496.5,501.3
CELL_022,UMa,5.65,11,0.101068,0.026969,false_csi_injection,0.3315,0.6578,98,23,0.721,0.938,644.0,480.8
CELL_023,UMi,20.99,26,0.002,0.001,pilot_contamination,0.1466,0.798,98,34,0.56,0.9511,797.9,507.2
CELL_000,InH,8.38,25,0.235554,0.052573,normal,0.0,0.9827,99,12,0.692,0.9558,75.2,40.0
CELL_001,UMa,16.08,20,0.312579,0.032187,jamming,0.357,0.4531,99,25,0.508,0.936,188.8,41.2
CELL_002,InH,20.13,18,0.002117,0.001,normal,0.0,0.9744,99,24,0.554,0.9599,364.6,68.0
CELL_003,UMa,7.18,15,0.145026,0.035358,normal,0.0,0.9789,99,31,0.427,0.9572,494.4,38.0
CELL_004,InH,3.24,13,0.115265,0.030976,normal,0.0,0.96,99,20,0.58,0.9575,642.7,67.1
CELL_005,UMa,23.69,0,0.033621,0.003881,normal,0.0,1.0,99,36,0.641,0.9597,790.1,43.0
CELL_006,RIS,9.32,10,0.713682,0.104513,jamming,0.8419,0.05,99,36,0.439,0.9011,47.6,179.7
CELL_007,FR2-mmWave,9.68,10,0.111604,0.021032,csi_spoofing,0.9531,0.05,99,33,0.236,0.9011,179.3,196.6
CELL_008,THz,-5.0,30,0.042825,0.014461,normal,0.0,0.9809,99,34,0.839,0.9588,348.2,191.8
