timestamp,cell_id,power_consumption_w,cell_utilization,sleep_state,renewable_pct,carbon_intensity_gco2_kwh,traffic_demand_mbps
132,CELL_002,260.33,0.325,0,36.24,406.25,29.02
132,CELL_003,305.86,0.382,0,18.32,326.39,24.58
132,CELL_004,670.59,0.838,0,24.51,231.34,149.34
132,CELL_005,667.89,0.835,0,13.45,470.26,148.0
132,CELL_006,751.85,0.94,0,1.54,484.4,161.38
133,CELL_000,532.32,0.665,0,29.13,211.04,127.57
133,CELL_001,581.67,0.727,0,2.71,381.1,109.58
133,CELL_002,94.98,0.119,0,3.39,364.37,23.3
133,CELL_003,431.1,0.539,0,9.69,443.58,80.63
133,CELL_004,81.96,0.102,0,15.6,310.47,8.45
133,CELL_005,429.14,0.536,0,33.14,330.05,45.49
133,CELL_006,535.41,0.669,0,4.71,292.12,44.64
134,CELL_000,187.55,0.234,0,25.45,220.98,28.44
134,CELL_001,370.94,0.464,0,4.89,250.4,57.78
134,CELL_002,702.74,0.878,0,9.55,232.01,45.51
134,CELL_003,81.96,0.102,0,29.3,374.66,15.5
134,CELL_004,185.8,0.232,0,33.41,486.24,23.04
134,CELL_005,406.87,0.509,0,21.59,353.28,37.89
134,CELL_006,648.39,0.81,0,32.36,272.84,106.11
135,CELL_000,175.97,0.22,0,30.37,450.14,30.78
135,CELL_001,734.79,0.918,0,30.79,482.16,163.01
135,CELL_002,388.73,0.486,0,10.06,363.37,60.61
135,CELL_003,202.99,0.254,0,12.73,231.57,42.24
135,CELL_004,326.08,0.408,0,27.82,382.78,64.3
135,CELL_005,599.25,0.749,0,11.57,407.9,119.23
135,CELL_006,536.32,0.67,0,35.46,394.61,119.21
136,CELL_000,701.45,0.877,0,35.59,219.04,58.75
136,CELL_001,351.04,0.439,0,0.4,359.76,49.56
136,CELL_002,367.12,0.459,0,27.28,423.76,35.93
136,CELL_003,425.63,0.532,0,2.23,312.79,30.67
136,CELL_004,423.33,0.529,0,26.1,485.27,43.07
136,CELL_005,670.87,0.839,0,29.93,263.69,64.48
136,CELL_006,465.07,0.581,0,3.91,340.85,67.68
137,CELL_000,193.72,0.242,0,36.62,208.14,24.44
137,CELL_001,428.72,0.536,0,35.77,320.73,40.76
137,CELL_002,629.12,0.786,0,20.9,271.81,65.11
137,CELL_003,249.02,0.311,0,35.03,366.67,15.78
137,CELL_004,253.69,0.317,0,24.3,213.3,31.36
137,CELL_005,720.45,0.901,0,28.2,347.17,140.8
137,CELL_006,333.67,0.417,0,28.73,457.93,46.88
138,CELL_000,608.17,0.76,0,15.88,269.89,71.12
138,CELL_001,712.4,0.89,0,20.46,400.95,121.77
138,CELL_002,385.46,0.482,0,3.59,344.0,87.51
138,CELL_003,103.56,0.129,0,16.98,214.1,21.06
138,CELL_004,483.85,0.605,0,8.39,459.85,117.56
138,CELL_005,595.99,0.745,0,29.98,256.04,143.21
138,CELL_006,431.98,0.54,0,19.69,367.41,107.88
139,CELL_000,392.07,0.49,0,33.23,484.2,74.91
139,CELL_001,100.11,0.125,0,25.58,216.71,7.55
139,CELL_002,651.25,0.814,0,25.35,304.59,108.05
139,CELL_003,624.68,0.781,0,13.08,373.48,99.98
139,CELL_004,260.26,0.325,0,34.34,365.5,45.23
139,CELL_005,319.03,0.399,0,33.59,319.87,30.53
139,CELL_006,161.15,0.201,0,19.3,472.9,33.85
140,CELL_000,290.99,0.364,0,1.12,449.56,64.42
140,CELL_001,609.02,0.761,0,22.32,236.07,89.8
140,CELL_002,194.69,0.243,0,39.52,211.2,36.14
140,CELL_003,429.44,0.537,0,13.75,466.48,29.14
140,CELL_004,348.93,0.436,0,38.28,225.44,74.63
140,CELL_005,169.43,0.212,0,33.09,436.52,24.58
140,CELL_006,308.06,0.385,0,38.71,480.4,67.55
141,CELL_000,565.18,0.706,0,27.02,303.27,98.95
141,CELL_001,575.25,0.719,0,16.15,444.8,116.42
141,CELL_002,583.77,0.73,0,19.43,476.49,62.31
141,CELL_003,161.15,0.201,0,33.84,324.81,25.54
141,CELL_004,414.06,0.518,0,21.0,459.2,90.69
141,CELL_005,262.79,0.328,0,30.23,326.33,43.52
141,CELL_006,741.35,0.927,0,0.2,279.48,105.59
142,CELL_000,427.44,0.534,0,22.49,210.53,93.05
142,CELL_001,739.91,0.925,0,35.22,220.55,183.76
142,CELL_002,163.52,0.204,0,15.92,491.9,26.77
142,CELL_003,468.74,0.586,0,4.7,448.43,100.44
142,CELL_004,343.27,0.429,0,5.43,377.88,29.61
142,CELL_005,627.84,0.785,0,21.26,489.19,124.87
142,CELL_006,220.28,0.275,0,22.14,450.76,43.78
143,CELL_000,176.26,0.22,0,10.24,303.26,36.27
143,CELL_001,122.98,0.154,0,32.69,211.31,9.89
143,CELL_002,628.57,0.786,0,36.68,365.16,51.57
143,CELL_003,549.68,0.687,0,3.95,411.28,108.84
143,CELL_004,450.09,0.563,0,1.44,475.0,36.64
143,CELL_005,208.86,0.261,0,35.35,384.69,26.45
143,CELL_006,480.75,0.601,0,5.13,374.03,95.47
144,CELL_000,595.67,0.745,0,25.8,306.04,141.61
144,CELL_001,180.55,0.226,0,38.4,269.65,28.66
144,CELL_002,339.01,0.424,0,27.99,416.4,73.58
144,CELL_003,592.57,0.741,0,37.71,269.6,43.06
144,CELL_004,680.61,0.851,0,28.58,260.71,102.69
144,CELL_005,463.93,0.58,0,5.92,445.76,93.05
144,CELL_006,552.24,0.69,0,18.54,296.23,106.33
145,CELL_000,414.11,0.518,0,32.17,350.06,92.9
145,CELL_001,418.39,0.523,0,13.28,255.85,80.79
145,CELL_002,294.88,0.369,0,20.22,368.27,29.62
145,CELL_003,342.67,0.428,0,0.55,266.13,63.02
145,CELL_004,200.22,0.25,0,6.4,356.77,14.61
145,CELL_005,505.88,0.632,0,15.22,295.27,50.62
145,CELL_006,708.14,0.885,0,12.82,306.47,161.3
146,CELL_000,590.8,0.739,0,23.91,340.23,128.16
146,CELL_001,195.24,0.244,0,24.61,309.95,41.09
146,CELL_002,110.91,0.139,0,8.63,205.98,24.47
146,CELL_003,556.84,0.696,0,16.99,433.47,74.65
146,CELL_004,141.22,0.177,0,8.98,467.67,13.92
146,CELL_005,390.39,0.488,0,11.29,372.47,32.07
146,CELL_006,519.18,0.649,0,15.32,481.79,35.56
147,CELL_000,161.62,0.202,0,39.01,288.91,10.64
147,CELL_001,383.63,0.48,0,24.54,340.51,72.54
147,CELL_002,186.9,0.234,0,37.34,215.84,33.88
147,CELL_003,330.43,0.413,0,28.39,484.46,57.88
147,CELL_004,679.67,0.85,0,5.99,458.83,99.64
147,CELL_005,550.06,0.688,0,22.49,251.33,107.4
147,CELL_006,359.26,0.449,0,14.4,371.11,29.93
148,CELL_000,228.33,0.285,0,7.6,448.37,44.77
148,CELL_001,513.58,0.642,0,16.83,498.34,32.39
148,CELL_002,340.39,0.425,0,8.86,455.76,54.37
148,CELL_003,692.92,0.866,0,3.5,272.07,56.43
148,CELL_004,654.33,0.818,0,18.59,307.95,61.64
148,CELL_005,705.9,0.882,0,9.77,408.47,48.03
148,CELL_006,352.44,0.441,0,6.89,323.96,53.81
149,CELL_000,396.29,0.495,0,9.2,275.48,74.77
149,CELL_001,360.91,0.451,0,21.19,331.41,88.4
149,CELL_002,369.67,0.462,0,21.93,234.44,79.31
149,CELL_003,198.54,0.248,0,11.8,354.99,38.03
149,CELL_004,212.98,0.266,0,3.54,371.49,15.17
149,CELL_005,300.42,0.376,0,30.94,472.36,29.2
149,CELL_006,337.78,0.422,0,32.42,285.38,35.08
150,CELL_000,344.48,0.431,0,30.29,468.41,40.33
150,CELL_001,595.49,0.744,0,39.34,459.81,98.17
150,CELL_002,651.73,0.815,0,14.41,301.27,70.86
150,CELL_003,595.85,0.745,0,2.23,353.32,65.24
150,CELL_004,427.59,0.534,0,21.93,341.94,77.6
150,CELL_005,564.71,0.706,0,32.78,259.86,77.73
150,CELL_006,312.76,0.391,0,5.52,203.53,40.59
151,CELL_000,218.92,0.274,0,38.69,231.12,16.94
151,CELL_001,636.71,0.796,0,28.93,332.45,144.87
151,CELL_002,247.4,0.309,0,11.91,271.92,47.42
151,CELL_003,458.81,0.574,0,25.08,311.56,63.93
151,CELL_004,302.16,0.378,0,22.79,267.27,36.12
151,CELL_005,332.06,0.415,0,28.57,242.37,79.23
151,CELL_006,151.15,0.189,0,25.53,260.42,20.26
152,CELL_000,200.16,0.25,0,20.39,384.14,25.43
152,CELL_001,137.1,0.171,0,32.73,260.07,31.24
152,CELL_002,149.31,0.187,0,27.47,347.1,21.11
152,CELL_003,246.4,0.308,0,23.86,465.83,41.55
152,CELL_004,458.47,0.573,0,10.98,213.87,102.82
152,CELL_005,750.28,0.938,0,28.12,498.42,90.57
152,CELL_006,468.31,0.585,0,39.18,486.94,108.35
153,CELL_000,748.4,0.936,0,9.32,471.02,184.68
153,CELL_001,97.61,0.122,0,27.0,466.39,22.04
153,CELL_002,50.0,0.137,1,25.49,213.54,26.02
153,CELL_003,451.03,0.564,0,7.39,395.6,45.24
153,CELL_004,235.32,0.294,0,7.93,465.11,45.69
153,CELL_005,340.53,0.426,0,37.62,386.73,29.43
153,CELL_006,417.69,0.522,0,15.11,477.37,78.77
154,CELL_000,350.02,0.438,0,26.85,427.0,42.5
154,CELL_001,211.46,0.264,0,6.49,216.34,51.52
154,CELL_002,654.82,0.819,0,7.47,319.16,98.29
154,CELL_003,294.26,0.368,0,26.56,239.74,30.12
154,CELL_004,97.76,0.122,0,29.57,425.06,17.9
154,CELL_005,589.78,0.737,0,38.28,393.55,123.29
154,CELL_006,512.38,0.64,0,32.85,375.99,52.96
155,CELL_000,603.94,0.755,0,34.61,450.64,150.83
155,CELL_001,589.67,0.737,0,24.0,354.31,43.48
155,CELL_002,102.34,0.128,0,29.81,301.83,25.56
155,CELL_003,704.99,0.881,0,38.11,340.77,107.15
155,CELL_004,50.0,0.115,1,25.83,396.39,17.24
155,CELL_005,490.99,0.614,0,4.37,317.07,51.79
155,CELL_006,547.52,0.684,0,8.08,223.28,74.28
156,CELL_000,50.0,0.105,1,38.66,308.01,5.53
156,CELL_001,567.59,0.709,0,14.73,208.39,139.54
156,CELL_002,609.79,0.762,0,11.95,468.22,99.24
156,CELL_003,399.66,0.5,0,32.66,433.56,69.67
156,CELL_004,497.1,0.621,0,20.62,410.14,64.12
156,CELL_005,430.11,0.538,0,31.1,389.09,91.65
156,CELL_006,594.82,0.744,0,27.2,220.73,134.77
157,CELL_000,676.05,0.845,0,33.9,260.89,63.02
157,CELL_001,740.58,0.926,0,4.24,435.76,158.34
157,CELL_002,713.1,0.891,0,33.82,401.58,96.24
157,CELL_003,253.56,0.317,0,38.15,270.29,41.88
157,CELL_004,115.52,0.144,0,7.68,266.84,27.89
157,CELL_005,350.65,0.438,0,22.61,348.81,55.06
157,CELL_006,515.26,0.644,0,38.36,208.34,36.56
158,CELL_000,399.59,0.499,0,32.19,334.14,58.89
158,CELL_001,376.01,0.47,0,14.47,209.65,31.02
158,CELL_002,662.97,0.829,0,39.91,224.39,110.05
158,CELL_003,705.81,0.882,0,28.56,320.85,135.5
158,CELL_004,161.64,0.202,0,12.72,336.95,15.39
158,CELL_005,363.81,0.455,0,39.84,266.6,31.59
158,CELL_006,201.69,0.252,0,21.3,260.93,14.18
159,CELL_000,90.97,0.114,0,38.91,249.54,10.33
159,CELL_001,595.83,0.745,0,28.93,331.34,107.45
159,CELL_002,581.32,0.727,0,11.39,227.49,47.5
159,CELL_003,678.04,0.848,0,3.37,380.77,54.64
159,CELL_004,756.82,0.946,0,20.78,251.44,149.51
159,CELL_005,242.24,0.303,0,18.15,329.25,39.44
159,CELL_006,331.48,0.414,0,9.49,241.51,58.52
160,CELL_000,149.58,0.187,0,0.74,292.49,28.83
160,CELL_001,637.29,0.797,0,0.0,362.42,147.95
160,CELL_002,595.82,0.745,0,30.23,417.87,62.86
160,CELL_003,212.09,0.265,0,15.5,387.55,52.85
160,CELL_004,305.75,0.382,0,26.95,280.16,38.82
160,CELL_005,541.08,0.676,0,22.0,492.74,70.23
160,CELL_006,272.32,0.34,0,38.26,429.44,49.12
161,CELL_000,97.48,0.122,0,34.72,354.31,7.5
161,CELL_001,348.49,0.436,0,12.11,223.4,45.32
161,CELL_002,519.88,0.65,0,25.12,285.11,74.53
161,CELL_003,178.53,0.223,0,3.71,258.96,20.92
161,CELL_004,627.26,0.784,0,33.53,289.79,44.82
161,CELL_005,137.27,0.172,0,29.09,304.49,14.38
161,CELL_006,268.36,0.335,0,22.96,232.65,58.93
162,CELL_000,686.62,0.858,0,14.91,370.1,65.87
162,CELL_001,645.01,0.806,0,2.62,424.98,157.17
162,CELL_002,564.31,0.705,0,29.23,329.47,101.69
162,CELL_003,317.83,0.397,0,24.18,248.41,31.65
162,CELL_004,577.87,0.722,0,14.8,379.15,75.37
162,CELL_005,216.08,0.27,0,22.16,488.91,22.12
162,CELL_006,313.9,0.392,0,19.76,318.93,34.33
163,CELL_000,625.32,0.782,0,12.76,438.43,141.16
163,CELL_001,290.74,0.363,0,22.06,494.64,32.09
163,CELL_002,517.24,0.647,0,23.44,399.2,123.62
163,CELL_003,605.14,0.756,0,34.94,475.19,40.89
163,CELL_004,753.15,0.941,0,0.67,386.72,75.72
163,CELL_005,728.24,0.91,0,14.57,302.99,105.95
163,CELL_006,423.36,0.529,0,26.75,318.85,36.8
164,CELL_000,227.1,0.284,0,0.74,266.31,44.16
164,CELL_001,640.61,0.801,0,38.47,371.06,96.51
164,CELL_002,273.46,0.342,0,1.31,488.39,49.86
164,CELL_003,350.72,0.438,0,15.75,351.1,75.88
164,CELL_004,676.23,0.845,0,10.21,406.23,56.91
164,CELL_005,392.39,0.49,0,14.85,465.43,66.12
164,CELL_006,535.92,0.67,0,27.4,417.97,62.83
165,CELL_000,728.01,0.91,0,35.62,433.14,82.73
165,CELL_001,299.2,0.374,0,28.26,493.75,47.06
165,CELL_002,120.28,0.15,0,26.54,337.97,22.49
165,CELL_003,411.68,0.515,0,29.45,391.34,88.75
165,CELL_004,102.33,0.128,0,35.11,210.04,16.7
165,CELL_005,732.25,0.915,0,20.13,441.72,142.92
165,CELL_006,621.5,0.777,0,8.5,295.03,105.28
166,CELL_000,602.45,0.753,0,9.32,493.22,149.84
166,CELL_001,501.11,0.626,0,33.91,446.05,32.72
166,CELL_002,713.63,0.892,0,1.25,300.95,154.27
166,CELL_003,741.28,0.927,0,5.48,210.0,69.23
166,CELL_004,281.23,0.352,0,28.49,430.78,20.43
166,CELL_005,485.13,0.606,0,4.54,253.8,46.71
166,CELL_006,695.23,0.869,0,23.61,397.54,107.97
167,CELL_000,137.83,0.172,0,36.93,497.38,16.3
167,CELL_001,347.45,0.434,0,17.6,405.31,27.43
167,CELL_002,521.6,0.652,0,19.1,309.28,43.77
167,CELL_003,465.2,0.582,0,30.59,303.51,34.56
167,CELL_004,580.57,0.726,0,20.64,491.42,87.16
167,CELL_005,728.56,0.911,0,27.29,397.31,104.96
167,CELL_006,527.53,0.659,0,36.47,440.82,48.85
168,CELL_000,382.56,0.478,0,13.19,347.05,40.05
168,CELL_001,439.13,0.549,0,39.18,384.1,36.73
168,CELL_002,429.79,0.537,0,21.76,462.31,105.1
168,CELL_003,713.76,0.892,0,3.29,298.02,169.95
168,CELL_004,581.48,0.727,0,27.18,445.09,39.9
168,CELL_005,630.4,0.788,0,36.07,201.87,97.92
168,CELL_006,98.56,0.123,0,37.36,219.02,17.01
169,CELL_000,310.74,0.388,0,7.95,223.89,56.64
169,CELL_001,250.9,0.314,0,30.51,279.97,26.21
169,CELL_002,488.11,0.61,0,16.22,484.64,106.83
169,CELL_003,409.93,0.512,0,27.11,374.25,100.48
169,CELL_004,383.22,0.479,0,12.14,268.55,80.46
169,CELL_005,714.75,0.893,0,15.88,284.6,95.53
169,CELL_006,596.57,0.746,0,28.5,410.23,56.41
170,CELL_000,593.12,0.741,0,6.14,228.31,86.45
170,CELL_001,490.92,0.614,0,1.2,322.03,105.13
170,CELL_002,747.95,0.935,0,9.9,440.5,97.54
170,CELL_003,529.44,0.662,0,28.65,449.6,126.88
170,CELL_004,550.7,0.688,0,10.51,373.67,104.8
170,CELL_005,582.32,0.728,0,22.81,236.31,135.12
170,CELL_006,571.48,0.714,0,8.65,464.96,49.62
171,CELL_000,651.54,0.814,0,12.84,300.75,45.08
171,CELL_001,734.31,0.918,0,3.78,442.13,173.48
171,CELL_002,483.61,0.605,0,17.49,265.29,31.62
171,CELL_003,460.97,0.576,0,3.82,284.91,56.92
171,CELL_004,270.99,0.339,0,11.05,360.33,65.26
171,CELL_005,645.03,0.806,0,0.68,319.19,117.75
171,CELL_006,412.23,0.515,0,0.47,230.6,73.96
172,CELL_000,50.0,0.11,1,30.37,222.61,19.43
172,CELL_001,481.74,0.602,0,8.16,242.72,115.73
172,CELL_002,120.25,0.15,0,7.7,370.62,28.62
172,CELL_003,718.53,0.898,0,15.58,311.65,108.94
172,CELL_004,133.33,0.167,0,37.41,208.13,10.27
172,CELL_005,640.4,0.8,0,11.3,442.83,61.08
172,CELL_006,557.39,0.697,0,37.3,349.23,86.67
173,CELL_000,311.85,0.39,0,6.98,430.13,50.52
173,CELL_001,383.78,0.48,0,29.6,414.23,33.18
173,CELL_002,154.23,0.193,0,9.2,270.73,18.25
173,CELL_003,458.06,0.573,0,17.04,333.98,29.05
173,CELL_004,352.56,0.441,0,8.02,389.61,31.63
173,CELL_005,436.26,0.545,0,37.73,446.95,97.37
173,CELL_006,537.84,0.672,0,36.57,276.88,114.46
174,CELL_000,300.07,0.375,0,4.78,489.38,33.74
174,CELL_001,211.5,0.264,0,29.82,407.43,34.84
174,CELL_002,211.64,0.265,0,0.65,329.25,15.23
174,CELL_003,226.03,0.283,0,5.11,210.24,52.25
174,CELL_004,234.57,0.293,0,39.69,487.84,54.07
174,CELL_005,565.84,0.707,0,21.26,214.5,39.14
174,CELL_006,752.23,0.94,0,30.58,344.71,139.36
175,CELL_000,488.97,0.611,0,16.45,367.58,44.78
175,CELL_001,681.97,0.852,0,34.55,213.15,81.49
175,CELL_002,358.24,0.448,0,21.45,305.8,75.74
175,CELL_003,601.37,0.752,0,22.78,388.83,115.66
175,CELL_004,117.81,0.147,0,4.98,356.39,21.14
175,CELL_005,474.81,0.594,0,39.37,243.71,100.31
175,CELL_006,432.77,0.541,0,32.16,342.28,64.36
176,CELL_000,438.8,0.548,0,16.67,249.24,53.79
176,CELL_001,438.27,0.548,0,16.94,309.08,86.35
176,CELL_002,144.41,0.181,0,26.16,281.65,36.0
176,CELL_003,256.19,0.32,0,3.94,424.58,54.97
176,CELL_004,484.71,0.606,0,37.15,394.86,95.0
176,CELL_005,97.78,0.122,0,9.18,372.38,19.94
176,CELL_006,622.48,0.778,0,39.36,240.89,97.85
177,CELL_000,597.81,0.747,0,11.94,377.34,74.74
177,CELL_001,134.87,0.169,0,6.7,439.68,21.21
177,CELL_002,202.87,0.254,0,28.98,335.43,14.76
177,CELL_003,50.0,0.107,1,37.45,422.17,10.0
177,CELL_004,591.11,0.739,0,19.54,494.42,59.22
177,CELL_005,50.0,0.121,1,27.58,351.58,12.99
177,CELL_006,353.49,0.442,0,4.99,276.8,31.4
178,CELL_000,179.39,0.224,0,21.59,237.52,31.25
178,CELL_001,122.92,0.154,0,25.34,206.67,9.79
178,CELL_002,210.88,0.264,0,11.53,334.65,40.75
178,CELL_003,450.69,0.563,0,25.78,476.01,83.02
178,CELL_004,168.26,0.21,0,11.14,204.35,32.35
178,CELL_005,388.83,0.486,0,7.67,270.75,83.95
178,CELL_006,554.89,0.694,0,18.36,367.69,94.45
179,CELL_000,237.93,0.297,0,39.15,464.36,29.38
179,CELL_001,623.4,0.779,0,33.34,218.6,77.75
179,CELL_002,685.78,0.857,0,15.08,477.17,149.69
179,CELL_003,427.21,0.534,0,32.02,461.38,35.75
179,CELL_004,476.85,0.596,0,38.15,252.55,90.13
179,CELL_005,753.62,0.942,0,27.27,246.58,63.14
179,CELL_006,185.34,0.232,0,16.35,341.89,20.54
180,CELL_000,223.77,0.28,0,19.02,434.48,39.91
180,CELL_001,396.25,0.495,0,14.17,247.39,66.72
180,CELL_002,467.91,0.585,0,13.74,315.7,84.22
180,CELL_003,670.21,0.838,0,22.33,202.77,113.03
180,CELL_004,384.06,0.48,0,20.24,231.23,44.32
180,CELL_005,265.72,0.332,0,23.66,287.94,25.54
180,CELL_006,397.53,0.497,0,33.89,259.99,43.37
181,CELL_000,667.35,0.834,0,35.39,358.71,132.4
181,CELL_001,493.57,0.617,0,5.96,457.74,106.76
181,CELL_002,305.45,0.382,0,9.6,419.51,42.82
181,CELL_003,479.16,0.599,0,7.81,449.35,51.28
181,CELL_004,341.73,0.427,0,31.17,290.02,63.89
181,CELL_005,605.1,0.756,0,33.07,307.49,115.18
181,CELL_006,369.67,0.462,0,38.74,451.27,78.52
182,CELL_000,422.69,0.528,0,23.64,284.62,26.74
182,CELL_001,317.37,0.397,0,14.86,271.92,65.75
182,CELL_002,50.0,0.114,1,0.27,287.09,7.25
182,CELL_003,50.0,0.145,1,18.44,458.08,23.02
182,CELL_004,137.54,0.172,0,22.53,256.62,16.01
182,CELL_005,585.6,0.732,0,1.73,225.74,75.7
182,CELL_006,210.08,0.263,0,27.48,474.0,50.79
183,CELL_000,292.41,0.366,0,10.02,462.38,33.41
183,CELL_001,631.03,0.789,0,12.61,254.77,65.49
183,CELL_002,576.9,0.721,0,11.0,414.55,71.63
183,CELL_003,507.78,0.635,0,22.61,468.29,62.33
183,CELL_004,659.43,0.824,0,5.69,417.79,73.05
183,CELL_005,118.68,0.148,0,34.02,435.81,19.08
183,CELL_006,371.57,0.464,0,24.33,337.15,29.45
184,CELL_000,493.09,0.616,0,1.28,475.74,91.34
184,CELL_001,304.46,0.381,0,34.95,377.24,39.2
184,CELL_002,205.9,0.257,0,9.85,230.54,38.8
184,CELL_003,712.97,0.891,0,22.42,490.36,73.69
184,CELL_004,732.92,0.916,0,31.9,420.3,54.33
184,CELL_005,205.47,0.257,0,6.74,371.44,47.52
184,CELL_006,290.18,0.363,0,12.08,252.32,42.82
185,CELL_000,422.91,0.529,0,39.45,486.88,33.63
185,CELL_001,749.67,0.937,0,31.17,227.65,65.45
185,CELL_002,418.24,0.523,0,9.01,323.95,26.26
185,CELL_003,374.74,0.468,0,28.86,380.68,59.27
185,CELL_004,162.4,0.203,0,5.52,305.62,34.07
185,CELL_005,599.23,0.749,0,27.93,324.0,76.14
185,CELL_006,223.11,0.279,0,0.37,291.15,41.71
186,CELL_000,105.16,0.131,0,13.78,233.74,19.84
186,CELL_001,106.93,0.134,0,36.66,274.94,23.7
186,CELL_002,629.45,0.787,0,5.75,446.35,106.73
186,CELL_003,517.74,0.647,0,39.79,393.42,100.66
186,CELL_004,250.61,0.313,0,13.22,213.82,41.19
186,CELL_005,268.53,0.336,0,5.09,308.4,38.0
186,CELL_006,595.87,0.745,0,15.0,353.71,71.54
187,CELL_000,694.77,0.868,0,37.52,260.62,100.78
187,CELL_001,397.77,0.497,0,16.67,340.17,90.31
187,CELL_002,369.79,0.462,0,21.64,448.7,32.37
187,CELL_003,531.01,0.664,0,11.29,446.49,46.96
187,CELL_004,196.47,0.246,0,9.78,367.88,47.5
187,CELL_005,441.3,0.552,0,15.28,265.46,95.53
187,CELL_006,202.86,0.254,0,32.33,280.0,30.64
188,CELL_000,483.64,0.605,0,2.19,405.51,45.02
188,CELL_001,229.58,0.287,0,37.71,359.19,24.0
188,CELL_002,584.75,0.731,0,0.95,307.39,96.92
188,CELL_003,626.89,0.784,0,11.01,321.52,64.1
188,CELL_004,660.2,0.825,0,37.85,336.58,43.04
188,CELL_005,673.97,0.842,0,12.64,319.71,139.15
188,CELL_006,614.13,0.768,0,25.5,227.42,142.35
189,CELL_000,203.54,0.254,0,26.03,463.24,34.05
189,CELL_001,407.45,0.509,0,26.72,375.6,28.24
189,CELL_002,548.61,0.686,0,0.11,277.21,71.5
189,CELL_003,548.89,0.686,0,14.36,317.3,129.6
189,CELL_004,283.91,0.355,0,37.83,438.88,42.51
189,CELL_005,663.77,0.83,0,13.9,209.63,87.21
189,CELL_006,258.08,0.323,0,25.6,409.36,63.75
190,CELL_000,212.43,0.266,0,11.04,422.07,47.06
190,CELL_001,330.52,0.413,0,13.26,366.4,22.42
190,CELL_002,523.11,0.654,0,15.25,247.97,67.29
190,CELL_003,254.05,0.318,0,21.0,355.99,24.86
190,CELL_004,282.07,0.353,0,24.08,255.23,22.92
190,CELL_005,555.59,0.694,0,22.87,277.68,80.23
190,CELL_006,666.45,0.833,0,34.33,282.4,52.68
191,CELL_000,484.54,0.606,0,36.44,390.92,65.62
191,CELL_001,138.75,0.173,0,14.13,359.89,26.35
191,CELL_002,452.13,0.565,0,9.29,476.23,108.47
191,CELL_003,324.31,0.405,0,34.05,262.08,47.0
191,CELL_004,468.16,0.585,0,1.68,448.46,85.4
191,CELL_005,594.22,0.743,0,38.8,368.39,115.86
191,CELL_006,183.12,0.229,0,2.72,263.92,28.47
192,CELL_000,711.42,0.889,0,9.16,345.66,66.21
192,CELL_001,683.11,0.854,0,39.36,422.24,124.38
192,CELL_002,606.86,0.759,0,34.96,373.13,148.28
192,CELL_003,560.69,0.701,0,24.14,482.35,123.88
192,CELL_004,696.82,0.871,0,23.03,437.68,88.29
192,CELL_005,232.61,0.291,0,14.33,378.81,47.05
192,CELL_006,214.49,0.268,0,1.63,317.63,26.04
193,CELL_000,532.44,0.666,0,26.79,386.66,120.35
193,CELL_001,85.71,0.107,0,19.72,409.44,21.11
193,CELL_002,528.8,0.661,0,30.78,497.74,82.07
193,CELL_003,168.61,0.211,0,10.74,274.8,11.21
193,CELL_004,582.81,0.729,0,27.02,313.82,59.4
193,CELL_005,244.88,0.306,0,35.2,209.28,44.59
193,CELL_006,480.78,0.601,0,17.09,258.57,82.21
194,CELL_000,462.01,0.578,0,18.32,418.97,94.32
194,CELL_001,521.21,0.652,0,16.94,472.48,107.32
194,CELL_002,757.11,0.946,0,7.89,369.25,114.38
194,CELL_003,223.86,0.28,0,3.96,368.1,37.02
194,CELL_004,727.04,0.909,0,14.23,285.16,102.44
194,CELL_005,358.23,0.448,0,17.2,464.07,79.22
194,CELL_006,582.51,0.728,0,29.28,268.98,55.16
195,CELL_000,366.21,0.458,0,3.64,392.87,31.23
195,CELL_001,747.6,0.934,0,27.46,349.06,156.88
195,CELL_002,215.31,0.269,0,5.49,231.04,31.5
195,CELL_003,187.97,0.235,0,12.78,494.79,34.82
195,CELL_004,446.81,0.559,0,28.8,403.36,30.06
195,CELL_005,115.52,0.144,0,29.13,498.52,28.24
195,CELL_006,220.6,0.276,0,31.92,263.27,50.67
196,CELL_000,133.54,0.167,0,5.34,445.76,22.5
196,CELL_001,83.11,0.104,0,15.8,224.4,14.11
196,CELL_002,572.09,0.715,0,18.3,321.27,128.19
196,CELL_003,272.53,0.341,0,8.4,283.79,47.39
196,CELL_004,596.78,0.746,0,19.31,257.24,147.87
196,CELL_005,556.91,0.696,0,36.58,460.35,59.8
196,CELL_006,274.42,0.343,0,14.22,488.11,54.55
197,CELL_000,609.61,0.762,0,17.41,429.28,63.41
197,CELL_001,558.43,0.698,0,25.03,414.08,48.46
197,CELL_002,630.5,0.788,0,35.02,334.08,63.45
197,CELL_003,543.82,0.68,0,27.13,349.35,114.95
197,CELL_004,88.03,0.11,0,31.88,243.43,19.88
197,CELL_005,315.46,0.394,0,21.45,239.08,64.67
197,CELL_006,273.75,0.342,0,7.98,431.0,46.84
198,CELL_000,252.39,0.315,0,0.66,413.72,21.06
198,CELL_001,724.44,0.906,0,21.81,389.28,45.43
198,CELL_002,378.97,0.474,0,31.71,260.27,32.96
198,CELL_003,490.38,0.613,0,7.16,369.34,70.41
