timestamp,slice,prb_utilization,active_ues,sla_compliance,throughput_mbps,latency_p99_ms
358,URLLC,0.481,20,0.9389,61.18,33.48
358,mMTC,0.8,19,0.9292,271.36,2.13
359,eMBB,0.897,12,0.9455,327.01,1.8
359,URLLC,0.27,6,0.9793,110.71,14.51
359,mMTC,0.518,24,0.9002,214.17,10.82
360,eMBB,0.384,23,0.9307,86.1,8.05
360,URLLC,0.585,23,0.91,224.82,2.07
360,mMTC,0.735,8,0.9171,349.78,5.78
361,eMBB,0.547,14,0.9543,117.85,11.69
361,URLLC,0.328,20,0.9607,152.76,1.46
361,mMTC,0.507,15,0.9582,127.2,13.21
362,eMBB,0.311,7,0.9027,78.25,1.28
362,URLLC,0.514,5,0.9783,165.75,0.94
362,mMTC,0.495,10,0.9945,77.41,2.06
363,eMBB,0.514,15,0.9817,233.58,12.67
363,URLLC,0.25,15,0.9087,42.84,1.1
363,mMTC,0.718,7,0.9906,172.11,5.18
364,eMBB,0.79,13,0.9236,352.64,17.29
364,URLLC,0.508,11,0.9075,244.03,4.18
364,mMTC,0.434,12,0.9416,88.93,15.5
365,eMBB,0.56,10,0.9197,177.32,18.93
365,URLLC,0.723,24,0.961,195.53,13.47
365,mMTC,0.329,12,0.9811,124.22,13.84
366,eMBB,0.861,22,0.9811,421.96,1.36
366,URLLC,0.227,14,0.9053,85.11,0.57
366,mMTC,0.543,10,0.9459,94.91,13.08
367,eMBB,0.426,19,0.9463,130.06,5.84
367,URLLC,0.676,9,0.911,169.32,22.94
367,mMTC,0.578,14,0.9969,101.03,24.84
368,eMBB,0.409,24,0.9453,115.76,22.69
368,URLLC,0.783,6,0.997,155.4,4.01
368,mMTC,0.827,10,0.9951,263.9,2.16
369,eMBB,0.497,15,0.9404,240.33,4.71
369,URLLC,0.338,10,0.997,139.63,8.01
369,mMTC,0.265,12,0.9708,68.28,8.06
370,eMBB,0.222,8,0.9796,47.11,5.77
370,URLLC,0.497,11,0.9851,133.29,3.2
370,mMTC,0.861,20,0.9675,144.34,1.64
371,eMBB,0.746,8,0.9288,128.02,6.33
371,URLLC,0.352,22,0.9017,86.02,10.82
371,mMTC,0.313,13,0.967,142.53,11.54
372,eMBB,0.208,15,0.9307,101.39,0.77
372,URLLC,0.214,17,0.9379,72.64,16.67
372,mMTC,0.828,13,0.973,297.57,10.46
373,eMBB,0.212,16,0.9755,46.29,9.74
373,URLLC,0.512,9,0.9427,107.91,2.91
373,mMTC,0.243,13,0.9427,92.57,8.64
374,eMBB,0.509,20,0.9515,127.41,4.26
374,URLLC,0.524,9,0.981,242.42,13.76
374,mMTC,0.778,13,0.9736,267.39,0.96
375,eMBB,0.217,21,0.9103,37.27,1.08
375,URLLC,0.669,7,0.9425,136.41,12.39
375,mMTC,0.479,14,0.9053,55.35,3.4
376,eMBB,0.258,14,0.9036,96.94,0.56
376,URLLC,0.508,5,0.9418,89.46,16.19
376,mMTC,0.757,14,0.9127,130.9,2.41
377,eMBB,0.501,19,0.916,92.26,0.54
377,URLLC,0.523,22,0.976,210.22,14.1
377,mMTC,0.522,17,0.9599,106.06,8.39
378,eMBB,0.44,21,0.9479,164.89,23.87
378,URLLC,0.667,24,0.9686,128.43,0.7
378,mMTC,0.831,6,0.9291,259.26,1.88
379,eMBB,0.573,13,0.9277,78.12,11.98
379,URLLC,0.208,9,0.9078,75.92,0.96
379,mMTC,0.721,10,0.9261,138.54,6.64
380,eMBB,0.624,16,0.9031,252.26,5.84
380,URLLC,0.48,17,0.9019,57.41,8.12
380,mMTC,0.485,14,0.9394,146.97,1.76
381,eMBB,0.501,21,0.9995,65.85,10.12
381,URLLC,0.562,24,0.9998,195.55,0.27
381,mMTC,0.51,24,0.9071,201.28,2.19
382,eMBB,0.449,14,0.9379,53.82,18.78
382,URLLC,0.804,7,0.9983,98.32,4.88
382,mMTC,0.849,10,0.9688,196.35,4.91
383,eMBB,0.233,23,0.9679,62.55,11.71
383,URLLC,0.399,7,0.9455,187.9,4.34
383,mMTC,0.321,5,0.9289,144.09,13.05
384,eMBB,0.306,20,0.965,148.24,21.08
384,URLLC,0.881,6,0.9806,111.43,16.21
384,mMTC,0.397,7,0.9454,122.15,6.07
385,eMBB,0.71,8,0.9537,280.94,12.53
385,URLLC,0.607,11,0.9384,263.46,0.19
385,mMTC,0.616,17,0.9854,179.6,6.33
386,eMBB,0.84,8,0.9845,333.72,0.58
386,URLLC,0.438,20,0.9366,165.39,1.54
386,mMTC,0.732,10,0.9875,92.75,20.54
387,eMBB,0.293,13,0.9548,67.19,23.21
387,URLLC,0.319,20,0.9499,57.15,14.2
387,mMTC,0.499,24,0.9228,190.18,34.97
388,eMBB,0.377,19,0.9655,122.09,3.87
388,URLLC,0.815,23,0.9896,93.24,9.59
388,mMTC,0.556,7,0.9606,221.28,4.09
389,eMBB,0.539,12,0.9624,195.65,1.17
389,URLLC,0.288,8,0.9717,82.18,3.22
389,mMTC,0.688,20,0.9192,266.17,0.25
390,eMBB,0.367,20,0.9764,116.94,2.35
390,URLLC,0.592,12,0.9501,253.11,1.01
390,mMTC,0.614,24,0.9528,199.9,7.82
391,eMBB,0.748,13,0.9414,359.47,5.27
391,URLLC,0.571,11,0.9049,223.16,10.1
391,mMTC,0.641,14,0.9219,136.98,11.44
392,eMBB,0.7,6,0.9904,78.16,3.76
392,URLLC,0.889,16,0.9377,150.13,1.26
392,mMTC,0.317,8,0.9214,65.9,10.91
393,eMBB,0.307,6,0.9584,70.27,5.4
393,URLLC,0.473,16,0.9458,195.06,14.32
393,mMTC,0.31,16,0.9277,84.29,0.12
394,eMBB,0.611,20,0.9349,211.07,1.46
394,URLLC,0.673,15,0.9292,284.57,1.4
394,mMTC,0.608,12,0.9198,95.52,0.51
395,eMBB,0.67,10,0.9302,333.38,1.23
395,URLLC,0.673,7,0.9758,181.96,2.01
395,mMTC,0.757,13,0.9751,173.0,3.02
396,eMBB,0.589,18,0.9466,234.35,1.23
396,URLLC,0.345,21,0.979,80.64,0.81
396,mMTC,0.625,17,0.962,73.37,18.18
397,eMBB,0.871,5,0.9465,342.99,5.63
397,URLLC,0.369,17,0.9939,176.82,22.18
397,mMTC,0.659,9,0.9421,263.0,7.49
398,eMBB,0.802,22,0.9126,211.5,3.76
398,URLLC,0.41,14,0.9611,93.33,9.68
398,mMTC,0.531,12,0.9055,220.6,1.89
399,eMBB,0.218,10,0.9714,80.35,17.38
399,URLLC,0.272,18,0.9709,113.86,3.22
399,mMTC,0.737,5,0.9322,200.03,3.37
400,eMBB,0.767,12,0.9065,360.26,16.09
400,URLLC,0.499,21,0.9487,137.53,7.07
400,mMTC,0.888,7,0.9261,134.05,24.47
401,eMBB,0.824,12,0.9475,220.73,2.86
401,URLLC,0.344,15,0.9728,76.67,5.75
401,mMTC,0.587,16,0.9568,285.45,6.62
402,eMBB,0.689,12,0.9364,295.38,10.15
402,URLLC,0.613,14,0.9577,295.37,4.35
402,mMTC,0.533,16,0.9487,166.2,14.32
403,eMBB,0.256,18,0.9405,91.6,0.79
403,URLLC,0.577,20,0.9796,244.1,15.82
403,mMTC,0.89,10,0.9745,397.35,3.3
404,eMBB,0.432,10,0.9679,117.65,6.67
404,URLLC,0.275,9,0.9703,32.4,7.35
404,mMTC,0.274,14,0.9333,109.25,3.15
405,eMBB,0.727,11,0.9038,281.57,0.5
405,URLLC,0.863,16,0.9216,359.13,3.41
405,mMTC,0.414,14,0.9501,84.16,5.13
406,eMBB,0.44,17,0.9854,143.27,3.7
406,URLLC,0.725,11,0.9232,111.45,3.41
406,mMTC,0.418,6,0.9544,154.53,0.41
407,eMBB,0.443,24,0.9634,131.32,10.56
407,URLLC,0.274,12,0.9377,51.46,4.57
407,mMTC,0.497,11,0.9564,55.78,8.04
408,eMBB,0.494,18,0.9072,217.84,7.71
408,URLLC,0.711,24,0.9749,286.67,0.33
408,mMTC,0.218,11,0.9237,29.42,29.55
409,eMBB,0.252,14,0.9311,103.9,0.88
409,URLLC,0.471,12,0.959,58.24,1.84
409,mMTC,0.536,14,0.9749,153.12,2.82
410,eMBB,0.31,13,0.9519,95.02,31.41
410,URLLC,0.796,18,0.9643,185.2,50.18
410,mMTC,0.766,17,0.9851,367.88,12.39
411,eMBB,0.266,23,0.9158,65.04,8.8
411,URLLC,0.23,5,0.9902,63.47,1.01
411,mMTC,0.796,7,0.964,394.15,15.54
412,eMBB,0.324,17,0.9405,33.08,5.44
412,URLLC,0.447,21,0.989,190.71,17.53
412,mMTC,0.39,23,0.9355,48.12,6.7
413,eMBB,0.681,23,0.9415,247.45,26.18
413,URLLC,0.444,17,0.9975,171.23,0.81
413,mMTC,0.808,11,0.9566,88.2,1.96
414,eMBB,0.817,7,0.9228,242.01,3.52
414,URLLC,0.843,10,0.986,120.1,6.26
414,mMTC,0.679,13,0.9018,201.48,33.96
415,eMBB,0.497,17,0.9949,126.02,1.99
415,URLLC,0.453,20,0.9601,156.3,2.63
415,mMTC,0.673,11,0.9197,109.43,25.26
416,eMBB,0.733,24,0.9053,301.14,3.44
416,URLLC,0.238,6,0.9909,55.08,2.41
416,mMTC,0.339,9,0.925,151.98,8.14
417,eMBB,0.558,14,0.951,169.32,1.98
417,URLLC,0.767,5,0.9444,166.15,15.36
417,mMTC,0.67,22,0.904,289.83,25.76
418,eMBB,0.704,18,0.9942,296.37,1.01
418,URLLC,0.358,14,0.9535,178.92,2.76
418,mMTC,0.703,6,0.9408,82.92,1.23
419,eMBB,0.687,7,0.9012,130.52,0.33
419,URLLC,0.373,7,0.9022,175.14,24.05
419,mMTC,0.405,6,0.9384,117.35,4.78
420,eMBB,0.521,24,0.972,141.32,6.18
420,URLLC,0.355,13,0.9888,70.75,0.48
420,mMTC,0.329,5,0.9191,87.17,1.84
421,eMBB,0.734,19,0.9177,142.6,1.35
421,URLLC,0.275,9,0.9053,58.17,6.87
421,mMTC,0.221,11,0.9745,51.77,10.6
422,eMBB,0.216,12,0.9376,31.74,2.03
422,URLLC,0.567,20,0.9105,72.06,19.34
422,mMTC,0.875,9,0.9044,92.82,2.31
423,eMBB,0.423,24,0.9743,97.2,55.33
423,URLLC,0.672,12,0.9517,163.62,1.2
423,mMTC,0.249,6,0.9692,94.3,1.74
424,eMBB,0.406,9,0.9328,158.88,17.18
424,URLLC,0.838,11,0.9482,327.57,8.46
424,mMTC,0.732,5,0.9251,289.93,9.03
425,eMBB,0.249,16,0.9096,95.19,0.1
425,URLLC,0.426,10,0.9237,98.99,7.21
425,mMTC,0.828,11,0.9337,146.89,1.86
426,eMBB,0.714,23,0.9801,191.04,12.43
426,URLLC,0.412,18,0.9415,204.3,29.29
426,mMTC,0.445,24,0.9998,191.16,2.17
427,eMBB,0.743,23,0.97,196.2,1.9
427,URLLC,0.41,7,0.9839,157.09,6.49
427,mMTC,0.254,21,0.9679,102.01,0.43
428,eMBB,0.887,5,0.9534,103.63,0.22
428,URLLC,0.64,16,0.9687,292.08,1.19
428,mMTC,0.435,9,0.9651,200.85,12.31
429,eMBB,0.741,5,0.9021,238.61,4.05
429,URLLC,0.503,6,0.9224,211.13,8.01
429,mMTC,0.784,17,0.9206,354.17,1.31
430,eMBB,0.725,9,0.959,179.67,3.41
430,URLLC,0.422,12,0.9819,197.33,3.96
430,mMTC,0.488,13,0.9799,148.09,2.72
431,eMBB,0.283,17,0.9925,75.16,0.39
431,URLLC,0.381,19,0.928,187.48,1.81
431,mMTC,0.283,24,0.9935,116.75,11.1
432,eMBB,0.45,11,0.9954,199.46,3.77
432,URLLC,0.4,12,0.9274,135.79,1.39
432,mMTC,0.776,6,0.9387,157.31,21.14
433,eMBB,0.475,10,0.9837,236.23,1.75
433,URLLC,0.562,5,0.9022,210.74,4.84
433,mMTC,0.434,24,0.951,180.53,1.74
434,eMBB,0.682,15,0.9213,76.91,5.76
434,URLLC,0.585,15,0.9729,259.31,0.17
434,mMTC,0.296,16,0.9281,48.42,4.08
435,eMBB,0.419,22,0.9552,100.62,17.3
435,URLLC,0.528,23,0.9946,120.56,18.77
435,mMTC,0.24,7,0.9286,78.84,7.73
436,eMBB,0.643,15,0.9805,247.62,3.26
436,URLLC,0.659,11,0.9662,85.58,18.84
436,mMTC,0.247,12,0.9986,28.08,20.55
437,eMBB,0.401,12,0.9579,46.11,9.65
437,URLLC,0.806,16,0.9951,233.91,9.96
437,mMTC,0.641,12,0.9322,91.73,2.87
438,eMBB,0.589,15,0.9051,131.92,5.91
438,URLLC,0.67,19,0.9162,220.39,4.98
438,mMTC,0.694,18,0.9088,94.6,2.83
439,eMBB,0.587,11,0.9973,100.6,0.08
439,URLLC,0.767,14,0.9205,111.25,17.92
439,mMTC,0.223,14,0.91,22.73,5.54
440,eMBB,0.754,21,0.9588,126.48,17.39
440,URLLC,0.878,8,0.9915,178.5,10.5
440,mMTC,0.405,6,0.946,92.96,8.77
441,eMBB,0.254,17,0.9657,106.4,17.21
441,URLLC,0.718,22,0.9141,260.36,3.63
441,mMTC,0.244,17,0.9829,80.46,0.07
442,eMBB,0.46,7,0.9866,119.86,11.87
442,URLLC,0.509,16,0.9306,186.74,9.41
442,mMTC,0.221,18,0.9348,46.42,1.73
443,eMBB,0.438,9,0.9036,183.61,1.73
443,URLLC,0.687,5,0.9118,181.33,7.84
443,mMTC,0.889,21,0.9071,350.89,1.56
444,eMBB,0.756,8,0.9289,287.36,12.59
444,URLLC,0.783,7,0.9597,390.92,9.13
444,mMTC,0.279,7,0.9769,79.51,4.77
445,eMBB,0.709,21,0.9689,220.14,22.43
445,URLLC,0.884,12,0.9926,360.88,2.69
445,mMTC,0.836,11,0.9676,289.17,25.3
446,eMBB,0.465,9,0.9815,219.44,6.09
446,URLLC,0.587,5,0.9268,177.28,9.2
446,mMTC,0.707,15,0.9853,141.57,0.38
447,eMBB,0.419,6,0.9978,107.13,15.7
447,URLLC,0.513,9,0.9969,121.51,8.85
447,mMTC,0.709,13,0.9368,324.3,33.19
448,eMBB,0.827,13,0.919,194.48,1.31
448,URLLC,0.606,8,0.9472,290.17,14.29
448,mMTC,0.301,24,0.9168,76.98,21.58
449,eMBB,0.473,20,0.9918,224.12,0.3
449,URLLC,0.476,22,0.9806,209.5,0.7
449,mMTC,0.624,18,0.9505,295.53,19.78
450,eMBB,0.877,11,0.9775,191.54,5.93
450,URLLC,0.324,15,0.9194,40.85,4.01
450,mMTC,0.363,19,0.9968,47.91,17.18
451,eMBB,0.702,6,0.9245,289.87,6.84
451,URLLC,0.438,21,0.9461,113.28,5.15
451,mMTC,0.493,12,0.9744,180.97,4.75
452,eMBB,0.592,22,0.9209,92.47,3.19
452,URLLC,0.247,16,0.9184,56.37,6.21
452,mMTC,0.343,22,0.9021,156.28,4.83
453,eMBB,0.526,20,0.9536,262.91,2.25
453,URLLC,0.881,24,0.9805,304.16,0.79
453,mMTC,0.408,6,0.9645,187.61,11.28
454,eMBB,0.32,6,0.9238,69.19,0.34
454,URLLC,0.721,7,0.9245,317.51,2.32
454,mMTC,0.623,10,0.9273,302.1,20.23
455,eMBB,0.72,12,0.9175,173.41,0.0
455,URLLC,0.383,14,0.9532,159.7,13.97
455,mMTC,0.434,18,0.9427,122.26,2.41
456,eMBB,0.804,24,0.9039,343.13,6.48
456,URLLC,0.763,20,0.9332,213.63,13.57
456,mMTC,0.626,21,0.9377,207.44,13.03
457,eMBB,0.767,7,0.9115,132.21,16.02
457,URLLC,0.823,10,0.9971,311.72,6.64
457,mMTC,0.224,12,0.9177,83.66,7.73
458,eMBB,0.349,12,0.9146,159.89,0.16
458,URLLC,0.292,20,0.9418,131.23,3.21
458,mMTC,0.506,11,0.9994,178.09,8.31
459,eMBB,0.729,12,0.9681,74.56,10.53
459,URLLC,0.819,24,0.9939,362.97,1.15
459,mMTC,0.685,7,0.9711,144.52,2.02
460,eMBB,0.263,13,0.9073,61.13,17.93
460,URLLC,0.423,7,0.9885,160.76,1.03
460,mMTC,0.54,23,0.9442,257.55,2.49
461,eMBB,0.212,14,0.9169,61.73,23.66
461,URLLC,0.774,14,0.9809,325.03,4.61
461,mMTC,0.722,19,0.9423,284.19,7.05
462,eMBB,0.658,5,0.9724,102.71,1.8
462,URLLC,0.601,19,0.927,134.31,12.89
462,mMTC,0.642,5,0.9086,238.15,0.44
463,eMBB,0.873,7,0.9222,334.19,8.3
463,URLLC,0.404,9,0.9759,63.28,1.98
463,mMTC,0.875,17,0.9505,190.73,0.28
464,eMBB,0.765,17,0.9678,276.52,10.23
464,URLLC,0.413,12,0.9046,56.51,3.81
464,mMTC,0.69,18,0.9935,222.07,6.81
465,eMBB,0.274,24,0.9315,68.09,0.98
465,URLLC,0.327,16,0.9156,158.85,2.04
465,mMTC,0.831,7,0.9619,382.32,0.68
466,eMBB,0.765,20,0.9588,316.01,1.93
466,URLLC,0.206,7,0.9078,89.05,2.0
466,mMTC,0.627,23,0.9786,164.89,5.03
467,eMBB,0.672,19,0.9889,82.87,15.41
467,URLLC,0.451,20,0.918,45.88,0.51
467,mMTC,0.491,11,0.9534,198.95,0.56
468,eMBB,0.457,7,0.9035,207.18,16.11
468,URLLC,0.333,13,0.9397,144.09,8.82
468,mMTC,0.798,19,0.9064,390.38,10.13
469,eMBB,0.603,14,0.9327,230.52,3.73
469,URLLC,0.632,23,0.9438,220.38,1.33
469,mMTC,0.673,14,0.9269,242.61,41.77
470,eMBB,0.791,16,0.9658,279.6,13.1
470,URLLC,0.366,10,0.9658,134.06,0.65
470,mMTC,0.271,24,0.9586,73.92,14.48
471,eMBB,0.73,17,0.985,219.92,6.35
471,URLLC,0.372,15,0.9391,132.59,0.35
471,mMTC,0.339,14,0.9345,98.46,73.34
472,eMBB,0.252,16,0.9873,66.77,3.07
472,URLLC,0.723,12,0.9006,314.11,1.92
472,mMTC,0.385,22,0.9339,84.93,2.15
473,eMBB,0.683,16,0.996,314.92,4.23
473,URLLC,0.36,17,0.9852,126.35,2.54
473,mMTC,0.847,11,0.9163,379.08,2.4
474,eMBB,0.52,6,0.9085,69.1,6.88
474,URLLC,0.523,24,0.9572,66.93,14.9
474,mMTC,0.249,12,0.9627,54.54,7.2
475,eMBB,0.516,12,0.9109,200.57,4.1
475,URLLC,0.836,14,0.9332,184.96,16.41
475,mMTC,0.317,18,0.9862,88.03,20.56
476,eMBB,0.766,10,0.9311,171.88,14.03
476,URLLC,0.319,9,0.969,79.4,18.67
476,mMTC,0.785,13,0.9702,293.74,7.14
477,eMBB,0.248,16,0.951,86.59,15.85
477,URLLC,0.501,5,0.965,140.2,10.6
477,mMTC,0.678,6,0.9651,73.65,2.86
478,eMBB,0.735,21,0.9961,333.57,5.09
478,URLLC,0.683,21,0.9875,257.81,11.1
478,mMTC,0.778,23,0.906,131.28,4.63
479,eMBB,0.712,24,0.9967,323.64,2.81
479,URLLC,0.308,22,0.9837,101.21,4.39
479,mMTC,0.516,11,0.9185,192.8,9.8
480,eMBB,0.419,12,0.9219,95.16,11.57
480,URLLC,0.573,8,0.9059,75.31,19.62
480,mMTC,0.694,24,0.9888,87.94,2.03
481,eMBB,0.656,7,0.9774,257.31,8.75
481,URLLC,0.541,16,0.9193,201.28,3.94
481,mMTC,0.81,17,0.9337,326.48,0.66
482,eMBB,0.325,6,0.9106,97.52,0.97
482,URLLC,0.488,14,0.9767,193.38,6.14
482,mMTC,0.816,16,0.9513,297.6,5.76
483,eMBB,0.634,19,0.9294,171.96,4.51
483,URLLC,0.751,10,0.9161,231.11,18.95
483,mMTC,0.279,18,0.9561,113.8,1.35
484,eMBB,0.586,6,0.9684,146.47,11.37
484,URLLC,0.436,19,0.9395,71.44,3.28
484,mMTC,0.376,12,0.9138,39.34,17.45
485,eMBB,0.675,9,0.9402,292.08,9.2
485,URLLC,0.3,7,0.961,55.85,11.53
485,mMTC,0.753,21,0.9196,77.23,8.37
486,eMBB,0.867,5,0.9539,105.91,13.79
486,URLLC,0.355,6,0.9264,152.29,4.13
486,mMTC,0.247,22,0.9893,57.04,1.23
487,eMBB,0.406,17,0.9806,118.53,5.16
487,URLLC,0.736,18,0.9473,168.1,3.59
487,mMTC,0.743,11,0.9066,150.84,7.39
488,eMBB,0.279,21,0.9198,38.21,6.22
488,URLLC,0.775,21,0.9759,269.94,11.46
488,mMTC,0.246,16,0.9247,118.16,4.13
489,eMBB,0.424,11,0.9102,124.63,3.49
489,URLLC,0.643,18,0.918,81.9,6.09
489,mMTC,0.861,22,0.9827,219.71,16.85
490,eMBB,0.332,16,0.9571,142.36,12.72
490,URLLC,0.441,5,0.9486,72.02,1.19
490,mMTC,0.334,17,0.9041,77.85,14.86
491,eMBB,0.33,24,0.9931,133.7,5.82
491,URLLC,0.201,23,0.9054,48.84,4.96
491,mMTC,0.704,18,0.9136,326.19,2.36
492,eMBB,0.479,6,0.9844,144.51,3.43
492,URLLC,0.333,7,0.9616,106.36,3.22
492,mMTC,0.665,10,0.9324,79.69,1.03
493,eMBB,0.756,23,0.9165,215.87,3.42
493,URLLC,0.786,15,0.9418,231.11,5.35
493,mMTC,0.622,22,0.9239,266.66,0.91
494,eMBB,0.559,16,0.9047,141.15,9.06
494,URLLC,0.378,7,0.9038,136.4,7.7
494,mMTC,0.655,23,0.9158,65.6,14.46
495,eMBB,0.469,12,0.9655,105.66,20.37
495,URLLC,0.786,5,0.9896,176.48,13.84
495,mMTC,0.377,12,0.9495,148.05,2.59
496,eMBB,0.351,11,0.9088,61.28,10.45
496,URLLC,0.34,8,0.9508,62.6,9.87
496,mMTC,0.813,23,0.9522,216.81,22.59
497,eMBB,0.609,22,0.9148,119.91,13.13
497,URLLC,0.567,14,0.9747,104.37,1.01
497,mMTC,0.547,23,0.9658,211.58,3.77
498,eMBB,0.538,14,0.9685,157.24,4.84
498,URLLC,0.805,11,0.9047,195.72,5.8
498,mMTC,0.485,24,0.9379,190.35,0.51
499,eMBB,0.496,7,0.9606,173.79,31.63
499,URLLC,0.597,12,0.9098,157.01,0.43
499,mMTC,0.449,5,0.9727,177.78,2.45
