timestamp,ue_id,cell_id,x_m,y_m,velocity_mps,direction_deg,neighbor_cells,rsrp_dbm,handover_pending
425,UE_0025,CELL_006,342.09,684.38,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-98.74,0
430,UE_0025,CELL_006,344.57,686.58,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-90.6,0
435,UE_0025,CELL_006,347.06,688.79,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-79.0,0
440,UE_0025,CELL_006,349.54,691.0,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-95.6,0
445,UE_0025,CELL_006,352.02,693.21,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-106.39,0
450,UE_0025,CELL_006,354.5,695.42,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-88.11,0
455,UE_0025,CELL_006,356.99,697.63,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-97.46,0
460,UE_0025,CELL_006,359.47,699.84,33.23,41.67,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-100.62,0
465,UE_0025,CELL_006,361.95,702.05,20.88,-71.3,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-98.23,0
470,UE_0025,CELL_006,362.62,700.08,40.37,-45.65,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-98.22,0
475,UE_0025,CELL_006,365.44,697.19,40.37,-45.65,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-105.84,0
480,UE_0025,CELL_006,368.26,694.3,40.37,-45.65,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-81.98,0
485,UE_0025,CELL_006,371.08,691.42,40.37,-45.65,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-91.28,0
490,UE_0025,CELL_006,373.91,688.53,40.37,-45.65,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-100.26,0
495,UE_0025,CELL_006,376.73,685.64,40.37,-45.65,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-103.16,0
0,UE_0026,CELL_005,124.13,182.88,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-98.95,0
5,UE_0026,CELL_005,125.49,185.2,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-96.54,0
10,UE_0026,CELL_005,126.85,187.53,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-99.05,0
15,UE_0026,CELL_005,128.21,189.86,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-97.8,0
20,UE_0026,CELL_005,129.57,192.19,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-84.09,0
25,UE_0026,CELL_005,130.94,194.51,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-93.23,0
30,UE_0026,CELL_005,132.3,196.84,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-85.56,0
35,UE_0026,CELL_005,133.66,199.17,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-91.15,0
40,UE_0026,CELL_005,135.02,201.5,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-95.83,0
45,UE_0026,CELL_005,136.38,203.82,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-92.89,0
50,UE_0026,CELL_005,137.75,206.15,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-97.27,0
55,UE_0026,CELL_005,139.11,208.48,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-82.65,0
60,UE_0026,CELL_005,140.47,210.81,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-99.95,0
65,UE_0026,CELL_005,141.83,213.13,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-101.65,0
70,UE_0026,CELL_005,143.19,215.46,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-86.31,0
75,UE_0026,CELL_005,144.56,217.79,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-109.91,0
80,UE_0026,CELL_005,145.92,220.11,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-109.78,0
85,UE_0026,CELL_005,147.28,222.44,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-103.71,0
90,UE_0026,CELL_005,148.64,224.77,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-78.33,0
95,UE_0026,CELL_005,150.0,227.1,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-100.71,0
100,UE_0026,CELL_005,151.37,229.42,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-113.26,0
105,UE_0026,CELL_005,152.73,231.75,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-107.45,0
110,UE_0026,CELL_005,154.09,234.08,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-122.7,0
115,UE_0026,CELL_005,155.45,236.41,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-112.09,0
120,UE_0026,CELL_005,156.81,238.73,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-101.15,0
125,UE_0026,CELL_005,158.18,241.06,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-89.28,0
130,UE_0026,CELL_005,159.54,243.39,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-122.2,0
135,UE_0026,CELL_005,160.9,245.72,26.97,59.66,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-91.14,0
140,UE_0026,CELL_003,162.26,248.04,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-103.3,0
145,UE_0026,CELL_003,163.62,250.37,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-97.92,0
150,UE_0026,CELL_003,164.99,252.7,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-101.48,0
155,UE_0026,CELL_003,166.35,255.03,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-90.64,0
160,UE_0026,CELL_003,167.71,257.35,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-81.26,0
165,UE_0026,CELL_003,169.07,259.68,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-106.6,0
170,UE_0026,CELL_003,170.43,262.01,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-110.37,0
175,UE_0026,CELL_003,171.8,264.34,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-87.58,0
180,UE_0026,CELL_003,173.16,266.66,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-99.85,0
185,UE_0026,CELL_003,174.52,268.99,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-95.43,0
190,UE_0026,CELL_003,175.88,271.32,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-84.85,0
195,UE_0026,CELL_003,177.24,273.65,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-98.31,0
200,UE_0026,CELL_003,178.61,275.97,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-94.81,0
205,UE_0026,CELL_003,179.97,278.3,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-104.69,0
210,UE_0026,CELL_003,181.33,280.63,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-91.42,0
215,UE_0026,CELL_003,182.69,282.96,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-102.78,0
220,UE_0026,CELL_003,184.05,285.28,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-101.18,0
225,UE_0026,CELL_003,185.42,287.61,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-94.13,0
230,UE_0026,CELL_003,186.78,289.94,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-99.23,1
235,UE_0026,CELL_003,188.14,292.27,26.97,59.66,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-84.95,0
240,UE_0026,CELL_003,189.5,294.59,28.9,-37.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-97.51,0
245,UE_0026,CELL_003,191.8,292.84,28.9,-37.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-108.39,0
250,UE_0026,CELL_003,194.1,291.09,28.9,-37.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-83.01,0
255,UE_0026,CELL_003,196.4,289.34,28.9,-37.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-97.82,0
260,UE_0026,CELL_003,198.7,287.6,28.9,-37.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-98.71,0
265,UE_0026,CELL_003,201.0,285.85,28.9,-37.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-83.27,0
270,UE_0026,CELL_003,203.3,284.1,28.9,-37.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-86.27,1
275,UE_0026,CELL_000,205.6,282.35,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-107.06,0
280,UE_0026,CELL_000,207.9,280.6,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-94.48,0
285,UE_0026,CELL_000,210.2,278.85,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-103.69,0
290,UE_0026,CELL_000,212.5,277.1,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-93.3,0
295,UE_0026,CELL_000,214.8,275.35,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-88.05,0
300,UE_0026,CELL_000,217.1,273.6,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-86.95,0
305,UE_0026,CELL_000,219.4,271.85,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-104.86,0
310,UE_0026,CELL_000,221.7,270.1,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-107.79,0
315,UE_0026,CELL_000,224.0,268.35,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-96.0,0
320,UE_0026,CELL_000,226.3,266.6,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-101.65,0
325,UE_0026,CELL_000,228.6,264.85,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-93.88,1
330,UE_0026,CELL_000,230.9,263.1,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-97.78,0
335,UE_0026,CELL_000,233.2,261.35,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-91.4,0
340,UE_0026,CELL_000,235.5,259.6,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-79.98,0
345,UE_0026,CELL_000,237.8,257.85,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-109.01,0
350,UE_0026,CELL_000,240.1,256.1,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-100.17,0
355,UE_0026,CELL_000,242.4,254.36,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-97.44,0
360,UE_0026,CELL_000,244.7,252.61,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-77.42,0
365,UE_0026,CELL_000,247.0,250.86,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-102.27,0
370,UE_0026,CELL_000,249.3,249.11,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-106.35,1
375,UE_0026,CELL_000,251.6,247.36,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-94.01,0
380,UE_0026,CELL_000,253.9,245.61,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-91.79,0
385,UE_0026,CELL_000,256.2,243.86,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-103.96,0
390,UE_0026,CELL_000,258.5,242.11,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-105.66,0
395,UE_0026,CELL_000,260.8,240.36,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-95.42,0
400,UE_0026,CELL_000,263.1,238.61,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-108.82,0
405,UE_0026,CELL_000,265.4,236.86,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-81.88,0
410,UE_0026,CELL_000,267.7,235.11,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-92.41,0
415,UE_0026,CELL_000,270.0,233.36,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-96.86,0
420,UE_0026,CELL_000,272.3,231.61,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-96.05,0
425,UE_0026,CELL_000,274.6,229.86,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-92.99,0
430,UE_0026,CELL_000,276.9,228.11,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-96.96,0
435,UE_0026,CELL_000,279.2,226.36,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-95.15,0
440,UE_0026,CELL_000,281.5,224.61,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-108.3,0
445,UE_0026,CELL_000,283.8,222.86,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-88.77,0
450,UE_0026,CELL_000,286.1,221.11,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-91.24,0
455,UE_0026,CELL_000,288.4,219.37,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-114.9,0
460,UE_0026,CELL_000,290.7,217.62,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-93.31,0
465,UE_0026,CELL_000,293.0,215.87,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-102.49,0
470,UE_0026,CELL_000,295.3,214.12,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-77.0,0
475,UE_0026,CELL_000,297.6,212.37,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-92.68,0
480,UE_0026,CELL_000,299.9,210.62,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-87.44,0
485,UE_0026,CELL_000,302.2,208.87,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-76.33,0
490,UE_0026,CELL_000,304.5,207.12,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-83.99,0
495,UE_0026,CELL_000,306.8,205.37,28.9,-37.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-94.54,0
0,UE_0027,CELL_004,851.61,128.66,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-68.83,0
5,UE_0027,CELL_004,854.49,125.99,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-106.0,0
10,UE_0027,CELL_004,857.38,123.32,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-81.98,0
15,UE_0027,CELL_004,860.26,120.64,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.44,0
20,UE_0027,CELL_004,863.15,117.97,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-99.05,0
25,UE_0027,CELL_004,866.03,115.3,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.92,0
30,UE_0027,CELL_004,868.92,112.62,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-94.06,1
35,UE_0027,CELL_004,871.8,109.95,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-80.14,0
40,UE_0027,CELL_004,874.69,107.28,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-112.55,0
45,UE_0027,CELL_004,877.57,104.6,39.33,-42.82,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-102.4,1
50,UE_0027,CELL_004,880.46,101.93,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-101.55,0
55,UE_0027,CELL_004,879.83,102.89,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-98.5,0
60,UE_0027,CELL_004,879.19,103.85,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-79.99,0
65,UE_0027,CELL_004,878.56,104.81,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-87.94,0
70,UE_0027,CELL_004,877.92,105.77,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-86.86,0
75,UE_0027,CELL_004,877.29,106.73,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-99.59,0
80,UE_0027,CELL_004,876.65,107.69,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.31,0
85,UE_0027,CELL_004,876.02,108.65,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-85.04,0
90,UE_0027,CELL_004,875.39,109.61,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-100.34,0
95,UE_0027,CELL_004,874.75,110.58,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-103.37,0
100,UE_0027,CELL_004,874.12,111.54,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-104.24,0
105,UE_0027,CELL_004,873.48,112.5,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-98.61,0
110,UE_0027,CELL_004,872.85,113.46,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-96.82,0
115,UE_0027,CELL_004,872.21,114.42,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-78.21,0
120,UE_0027,CELL_004,871.58,115.38,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-83.22,0
125,UE_0027,CELL_004,870.94,116.34,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-114.3,0
130,UE_0027,CELL_004,870.31,117.3,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-105.82,0
135,UE_0027,CELL_004,869.68,118.26,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-83.09,0
140,UE_0027,CELL_004,869.04,119.22,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-97.72,0
145,UE_0027,CELL_004,868.41,120.18,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-90.58,0
150,UE_0027,CELL_004,867.77,121.14,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.5,0
155,UE_0027,CELL_004,867.14,122.1,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-70.56,0
160,UE_0027,CELL_004,866.5,123.06,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-99.12,0
165,UE_0027,CELL_004,865.87,124.02,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-101.99,0
170,UE_0027,CELL_004,865.24,124.98,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-98.42,0
175,UE_0027,CELL_004,864.6,125.94,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-85.12,1
180,UE_0027,CELL_004,863.97,126.91,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-106.42,1
185,UE_0027,CELL_004,863.33,127.87,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-92.88,0
190,UE_0027,CELL_004,862.7,128.83,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-93.62,0
195,UE_0027,CELL_004,862.06,129.79,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-94.84,0
200,UE_0027,CELL_004,861.43,130.75,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-94.39,0
205,UE_0027,CELL_004,860.8,131.71,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-103.15,0
210,UE_0027,CELL_004,860.16,132.67,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-90.93,0
215,UE_0027,CELL_004,859.53,133.63,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-99.34,0
220,UE_0027,CELL_004,858.89,134.59,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-92.18,0
225,UE_0027,CELL_004,858.26,135.55,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.46,0
230,UE_0027,CELL_004,857.62,136.51,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-93.34,0
235,UE_0027,CELL_004,856.99,137.47,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-77.88,0
240,UE_0027,CELL_004,856.35,138.43,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-104.24,0
245,UE_0027,CELL_004,855.72,139.39,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-96.86,0
250,UE_0027,CELL_004,855.09,140.35,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.69,0
255,UE_0027,CELL_004,854.45,141.31,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-113.98,0
260,UE_0027,CELL_004,853.82,142.28,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-93.56,0
265,UE_0027,CELL_004,853.18,143.24,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-106.89,0
270,UE_0027,CELL_004,852.55,144.2,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.29,0
275,UE_0027,CELL_004,851.91,145.16,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-83.11,0
280,UE_0027,CELL_004,851.28,146.12,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-92.92,0
285,UE_0027,CELL_004,850.65,147.08,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-106.69,0
290,UE_0027,CELL_004,850.01,148.04,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-74.08,0
295,UE_0027,CELL_004,849.38,149.0,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-85.93,0
300,UE_0027,CELL_004,848.74,149.96,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-104.35,0
305,UE_0027,CELL_004,848.11,150.92,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-92.32,1
310,UE_0027,CELL_004,847.47,151.88,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-87.32,0
315,UE_0027,CELL_004,846.84,152.84,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-96.76,0
320,UE_0027,CELL_004,846.2,153.8,11.51,123.44,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-94.64,0
325,UE_0027,CELL_001,845.57,154.76,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-85.74,0
330,UE_0027,CELL_001,844.94,155.72,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-85.09,0
335,UE_0027,CELL_001,844.3,156.68,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-117.61,0
340,UE_0027,CELL_001,843.67,157.64,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-98.51,0
345,UE_0027,CELL_001,843.03,158.61,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-106.38,0
350,UE_0027,CELL_001,842.4,159.57,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-77.4,0
355,UE_0027,CELL_001,841.76,160.53,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-84.98,0
360,UE_0027,CELL_001,841.13,161.49,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-101.19,1
365,UE_0027,CELL_001,840.5,162.45,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-90.9,0
370,UE_0027,CELL_001,839.86,163.41,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-99.96,0
375,UE_0027,CELL_001,839.23,164.37,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-89.19,0
380,UE_0027,CELL_001,838.59,165.33,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-110.17,0
385,UE_0027,CELL_001,837.96,166.29,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-97.58,0
390,UE_0027,CELL_001,837.32,167.25,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-92.79,0
395,UE_0027,CELL_001,836.69,168.21,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-80.25,0
400,UE_0027,CELL_001,836.06,169.17,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-72.23,0
405,UE_0027,CELL_001,835.42,170.13,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-105.08,0
410,UE_0027,CELL_001,834.79,171.09,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-88.12,0
415,UE_0027,CELL_001,834.15,172.05,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-104.48,0
420,UE_0027,CELL_001,833.52,173.01,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-89.62,0
425,UE_0027,CELL_001,832.88,173.98,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-91.65,0
430,UE_0027,CELL_001,832.25,174.94,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-111.83,0
435,UE_0027,CELL_001,831.61,175.9,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-105.39,1
440,UE_0027,CELL_001,830.98,176.86,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-99.14,0
445,UE_0027,CELL_001,830.35,177.82,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-95.03,0
450,UE_0027,CELL_001,829.71,178.78,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-113.5,0
455,UE_0027,CELL_001,829.08,179.74,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-112.52,0
460,UE_0027,CELL_001,828.44,180.7,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-92.76,0
465,UE_0027,CELL_001,827.81,181.66,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-91.7,0
470,UE_0027,CELL_001,827.17,182.62,11.51,123.44,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-74.09,0
