event_id,timestamp,ue_id,source_cell,target_cell,ho_type,rsrp_source_dbm,rsrp_target_dbm,velocity_mps,success,failure_cause,delay_ms
HO_00523,472,UE_0034,CELL_004,CELL_006,inter_rat,-97.79,-91.35,16.8,1,,76.95
HO_00524,402,UE_0007,CELL_001,CELL_005,inter_freq,-94.74,-89.61,18.88,1,,68.8
HO_00525,177,UE_0043,CELL_004,CELL_006,inter_freq,-90.69,-80.52,11.92,1,,79.37
HO_00526,129,UE_0044,CELL_001,CELL_002,inter_freq,-94.89,-91.02,26.88,1,,21.92
HO_00527,313,UE_0008,CELL_003,CELL_001,inter_freq,-91.22,-75.05,27.0,1,,37.78
HO_00528,215,UE_0037,CELL_000,CELL_000,inter_rat,-99.78,-87.21,11.76,1,,46.73
HO_00529,98,UE_0003,CELL_005,CELL_001,intra_freq,-102.16,-82.03,5.99,1,,24.76
HO_00530,423,UE_0048,CELL_001,CELL_005,intra_freq,-90.35,-82.79,3.27,1,,54.39
HO_00531,363,UE_0019,CELL_001,CELL_004,inter_freq,-101.75,-80.98,19.45,1,,45.85
HO_00532,23,UE_0010,CELL_001,CELL_006,inter_rat,-108.21,-102.37,13.97,1,,22.01
HO_00533,410,UE_0025,CELL_001,CELL_004,intra_freq,-103.2,-71.69,0.95,1,,38.75
HO_00534,107,UE_0042,CELL_004,CELL_000,inter_rat,-95.71,-87.09,31.28,1,,26.5
HO_00535,227,UE_0026,CELL_001,CELL_004,intra_freq,-92.76,-80.63,2.66,1,,43.11
HO_00536,465,UE_0033,CELL_003,CELL_003,intra_freq,-87.31,-78.73,26.06,1,,39.22
HO_00537,215,UE_0026,CELL_005,CELL_006,inter_rat,-80.88,-94.34,18.87,1,,44.12
HO_00538,169,UE_0039,CELL_006,CELL_006,inter_freq,-91.67,-87.11,25.08,1,,57.9
HO_00539,468,UE_0018,CELL_000,CELL_002,inter_rat,-101.04,-83.0,9.36,1,,56.44
HO_00540,457,UE_0029,CELL_002,CELL_006,inter_freq,-98.8,-90.25,1.41,1,,43.2
HO_00541,203,UE_0019,CELL_005,CELL_001,inter_rat,-95.57,-94.87,25.81,1,,36.77
HO_00542,464,UE_0030,CELL_005,CELL_000,inter_rat,-101.72,-88.45,32.31,1,,23.03
HO_00543,8,UE_0007,CELL_004,CELL_004,inter_freq,-90.57,-77.57,18.65,1,,31.5
HO_00544,456,UE_0038,CELL_002,CELL_005,inter_rat,-93.28,-76.59,4.66,1,,53.38
HO_00545,347,UE_0007,CELL_005,CELL_006,inter_rat,-90.18,-91.33,13.12,1,,29.31
HO_00546,296,UE_0008,CELL_000,CELL_004,inter_rat,-93.52,-81.76,26.66,1,,26.41
HO_00547,416,UE_0007,CELL_005,CELL_004,inter_rat,-100.98,-82.17,0.66,1,,21.22
HO_00548,275,UE_0038,CELL_001,CELL_000,inter_rat,-89.81,-88.16,8.05,1,,69.76
HO_00549,373,UE_0018,CELL_001,CELL_000,inter_rat,-95.57,-87.89,5.47,1,,21.24
HO_00550,417,UE_0023,CELL_006,CELL_000,intra_freq,-96.17,-87.63,31.15,1,,43.26
HO_00551,260,UE_0005,CELL_001,CELL_006,inter_rat,-84.03,-79.42,20.71,1,,66.47
HO_00552,378,UE_0015,CELL_001,CELL_001,inter_freq,-88.51,-88.81,30.67,1,,77.65
HO_00553,17,UE_0029,CELL_003,CELL_006,inter_freq,-81.55,-77.05,4.01,1,,73.65
HO_00554,190,UE_0045,CELL_000,CELL_002,inter_rat,-89.54,-99.7,5.68,1,,59.12
HO_00555,73,UE_0017,CELL_003,CELL_003,inter_rat,-95.37,-94.91,2.52,1,,67.36
HO_00556,422,UE_0023,CELL_001,CELL_003,inter_rat,-100.74,-92.88,9.89,1,,54.37
HO_00557,273,UE_0015,CELL_000,CELL_001,inter_freq,-85.08,-81.48,28.25,1,,51.58
HO_00558,95,UE_0042,CELL_005,CELL_006,intra_freq,-92.83,-96.48,0.29,1,,48.47
HO_00559,239,UE_0003,CELL_005,CELL_006,inter_rat,-90.74,-93.17,6.76,1,,26.8
HO_00560,32,UE_0034,CELL_003,CELL_004,inter_freq,-96.08,-69.5,18.19,1,,25.28
HO_00561,467,UE_0025,CELL_004,CELL_006,inter_freq,-95.15,-93.51,4.12,1,,78.08
HO_00562,165,UE_0047,CELL_004,CELL_005,inter_freq,-99.84,-91.88,2.25,1,,27.3
HO_00563,10,UE_0018,CELL_005,CELL_006,inter_rat,-105.84,-84.82,24.27,1,,53.77
HO_00564,419,UE_0025,CELL_001,CELL_002,inter_rat,-80.61,-86.21,31.38,1,,53.93
HO_00565,485,UE_0027,CELL_000,CELL_005,intra_freq,-70.89,-67.57,26.56,1,,32.53
HO_00566,1,UE_0017,CELL_004,CELL_002,inter_freq,-98.36,-92.72,11.07,1,,62.28
HO_00567,254,UE_0009,CELL_005,CELL_000,intra_freq,-98.25,-92.26,23.64,1,,68.96
HO_00568,423,UE_0044,CELL_006,CELL_000,intra_freq,-99.89,-90.36,12.5,1,,39.48
HO_00569,339,UE_0044,CELL_001,CELL_001,inter_rat,-78.09,-74.44,30.59,1,,75.31
HO_00570,205,UE_0037,CELL_004,CELL_005,intra_freq,-82.21,-82.43,16.42,1,,62.86
HO_00571,436,UE_0044,CELL_000,CELL_003,inter_rat,-100.81,-90.84,19.26,1,,70.46
HO_00572,417,UE_0021,CELL_005,CELL_004,inter_freq,-85.41,-91.65,0.71,1,,57.2
HO_00573,335,UE_0019,CELL_000,CELL_000,inter_rat,-100.76,-87.14,26.8,1,,27.9
HO_00574,131,UE_0025,CELL_002,CELL_002,inter_freq,-99.04,-96.9,34.55,1,,55.72
HO_00575,103,UE_0022,CELL_000,CELL_004,inter_rat,-107.93,-87.57,33.17,1,,57.26
HO_00576,307,UE_0018,CELL_003,CELL_005,intra_freq,-97.72,-82.78,31.22,1,,68.08
HO_00577,425,UE_0007,CELL_006,CELL_003,intra_freq,-101.42,-92.34,3.66,1,,32.47
HO_00578,247,UE_0040,CELL_000,CELL_000,intra_freq,-92.36,-85.88,34.62,1,,64.85
HO_00579,371,UE_0011,CELL_003,CELL_004,inter_rat,-102.28,-80.98,12.85,1,,57.33
HO_00580,138,UE_0023,CELL_003,CELL_002,inter_freq,-93.09,-93.6,27.93,1,,37.87
HO_00581,195,UE_0048,CELL_000,CELL_003,inter_rat,-83.99,-94.89,27.04,1,,55.81
HO_00582,176,UE_0000,CELL_001,CELL_004,intra_freq,-102.4,-89.63,20.25,1,,64.46
HO_00583,431,UE_0018,CELL_005,CELL_002,inter_freq,-102.92,-75.58,30.13,1,,62.19
HO_00584,332,UE_0039,CELL_006,CELL_001,inter_rat,-84.73,-87.56,28.23,1,,57.32
HO_00585,370,UE_0045,CELL_000,CELL_001,intra_freq,-96.89,-84.12,31.74,1,,78.81
HO_00586,123,UE_0049,CELL_006,CELL_003,inter_freq,-87.54,-89.16,13.2,1,,74.66
HO_00587,232,UE_0002,CELL_001,CELL_001,inter_rat,-74.81,-89.57,33.53,1,,54.4
HO_00588,94,UE_0032,CELL_003,CELL_000,inter_freq,-101.04,-77.04,2.84,1,,53.25
HO_00589,210,UE_0017,CELL_000,CELL_006,inter_rat,-93.84,-81.46,2.32,1,,26.15
HO_00590,494,UE_0001,CELL_004,CELL_001,intra_freq,-95.54,-88.58,5.2,1,,31.88
HO_00591,82,UE_0040,CELL_002,CELL_003,inter_rat,-105.11,-93.65,2.71,1,,53.45
HO_00592,22,UE_0000,CELL_000,CELL_000,inter_freq,-97.84,-96.52,9.23,1,,25.25
HO_00593,108,UE_0029,CELL_005,CELL_003,intra_freq,-93.62,-75.35,21.38,1,,42.56
HO_00594,37,UE_0032,CELL_003,CELL_003,inter_rat,-91.3,-87.98,28.28,1,,56.69
HO_00595,463,UE_0002,CELL_003,CELL_000,inter_rat,-98.72,-94.98,22.65,1,,23.87
HO_00596,392,UE_0026,CELL_000,CELL_001,inter_rat,-91.45,-88.84,30.19,1,,25.62
HO_00597,124,UE_0045,CELL_002,CELL_004,inter_rat,-97.57,-98.12,12.07,1,,24.37
HO_00598,252,UE_0021,CELL_002,CELL_006,intra_freq,-82.53,-88.36,7.09,1,,65.3
HO_00599,479,UE_0003,CELL_004,CELL_005,inter_freq,-89.76,-101.11,9.72,0,too_late,28.68
HO_00600,47,UE_0042,CELL_004,CELL_000,inter_rat,-100.74,-89.98,13.13,1,,32.4
HO_00601,159,UE_0035,CELL_006,CELL_003,inter_freq,-93.26,-73.62,34.17,1,,32.09
HO_00602,202,UE_0008,CELL_004,CELL_003,inter_freq,-88.81,-87.5,15.1,1,,58.58
HO_00603,443,UE_0015,CELL_004,CELL_001,intra_freq,-95.61,-81.43,15.81,1,,46.4
HO_00604,291,UE_0004,CELL_006,CELL_006,inter_rat,-109.85,-90.62,14.15,1,,66.56
HO_00605,166,UE_0027,CELL_003,CELL_001,inter_rat,-96.63,-98.79,18.67,1,,44.02
HO_00606,424,UE_0010,CELL_000,CELL_003,intra_freq,-103.25,-98.29,15.64,1,,41.76
HO_00607,118,UE_0035,CELL_001,CELL_002,intra_freq,-94.03,-84.9,29.21,1,,61.92
HO_00608,176,UE_0029,CELL_001,CELL_004,inter_freq,-94.84,-81.3,18.56,1,,54.38
HO_00609,452,UE_0022,CELL_005,CELL_001,inter_rat,-84.79,-84.01,9.11,1,,49.4
HO_00610,150,UE_0007,CELL_001,CELL_001,inter_rat,-86.48,-87.03,18.58,1,,38.0
HO_00611,108,UE_0043,CELL_006,CELL_006,inter_freq,-100.7,-83.9,33.53,1,,28.45
HO_00612,19,UE_0015,CELL_005,CELL_003,inter_rat,-82.75,-94.35,13.21,1,,62.89
HO_00613,381,UE_0005,CELL_003,CELL_001,inter_freq,-95.62,-81.18,26.83,1,,27.4
HO_00614,399,UE_0010,CELL_002,CELL_003,inter_rat,-100.82,-86.36,33.88,1,,52.96
HO_00615,90,UE_0000,CELL_003,CELL_002,intra_freq,-94.07,-91.75,31.12,1,,66.24
HO_00616,260,UE_0042,CELL_005,CELL_001,intra_freq,-96.73,-79.62,17.59,1,,59.97
HO_00617,402,UE_0035,CELL_000,CELL_001,inter_rat,-96.87,-80.25,7.25,1,,67.68
HO_00618,107,UE_0001,CELL_004,CELL_006,inter_rat,-98.53,-89.36,23.97,1,,28.38
HO_00619,460,UE_0020,CELL_004,CELL_003,inter_rat,-91.32,-97.94,31.47,1,,74.48
HO_00620,115,UE_0008,CELL_000,CELL_005,inter_rat,-97.61,-80.61,34.78,1,,46.05
HO_00621,351,UE_0040,CELL_000,CELL_004,inter_freq,-106.93,-96.62,12.01,1,,64.54
HO_00622,326,UE_0036,CELL_006,CELL_003,inter_rat,-98.74,-71.77,9.25,1,,54.98
HO_00623,45,UE_0030,CELL_002,CELL_001,intra_freq,-85.9,-103.92,2.23,1,,62.84
HO_00624,265,UE_0040,CELL_002,CELL_005,inter_rat,-98.34,-105.91,12.56,1,,68.95
HO_00625,391,UE_0024,CELL_000,CELL_006,inter_freq,-96.37,-87.11,1.82,1,,77.81
HO_00626,360,UE_0012,CELL_005,CELL_000,inter_freq,-87.8,-97.11,18.67,1,,34.45
HO_00627,74,UE_0035,CELL_006,CELL_004,intra_freq,-99.02,-76.42,7.59,1,,29.27
HO_00628,164,UE_0014,CELL_000,CELL_001,intra_freq,-77.53,-80.81,16.24,1,,39.14
HO_00629,290,UE_0028,CELL_004,CELL_006,inter_rat,-102.24,-89.63,26.14,1,,65.15
HO_00630,323,UE_0049,CELL_000,CELL_005,inter_rat,-103.21,-82.94,22.72,1,,33.12
HO_00631,484,UE_0040,CELL_005,CELL_000,inter_rat,-88.76,-98.48,11.88,1,,71.21
HO_00632,480,UE_0004,CELL_003,CELL_006,inter_freq,-106.25,-93.77,29.08,1,,68.07
HO_00633,166,UE_0036,CELL_006,CELL_002,intra_freq,-90.38,-94.59,30.13,1,,32.83
HO_00634,417,UE_0005,CELL_002,CELL_002,intra_freq,-86.71,-84.69,13.4,1,,52.86
HO_00635,407,UE_0029,CELL_004,CELL_006,inter_freq,-105.76,-81.98,18.58,1,,56.65
HO_00636,243,UE_0022,CELL_001,CELL_001,inter_rat,-92.09,-78.32,9.87,1,,60.44
HO_00637,366,UE_0030,CELL_003,CELL_003,inter_freq,-91.88,-90.66,22.27,1,,74.39
HO_00638,349,UE_0043,CELL_006,CELL_003,inter_freq,-102.1,-88.79,31.45,1,,59.73
HO_00639,378,UE_0009,CELL_005,CELL_005,inter_freq,-92.37,-91.71,16.39,1,,38.21
HO_00640,6,UE_0041,CELL_003,CELL_006,inter_freq,-90.38,-92.74,9.62,1,,54.27
HO_00641,383,UE_0004,CELL_003,CELL_005,inter_freq,-85.32,-97.28,4.08,1,,63.13
HO_00642,174,UE_0027,CELL_002,CELL_005,intra_freq,-87.57,-96.17,29.18,1,,54.09
HO_00643,440,UE_0020,CELL_006,CELL_002,intra_freq,-89.14,-78.96,10.67,1,,23.71
HO_00644,146,UE_0025,CELL_001,CELL_005,intra_freq,-103.43,-98.33,11.09,1,,52.61
HO_00645,288,UE_0017,CELL_005,CELL_000,intra_freq,-104.25,-95.01,12.38,1,,25.79
HO_00646,112,UE_0036,CELL_006,CELL_006,intra_freq,-106.92,-83.97,27.89,1,,53.06
HO_00647,381,UE_0034,CELL_001,CELL_003,intra_freq,-90.07,-93.31,29.74,1,,25.87
HO_00648,65,UE_0014,CELL_005,CELL_004,inter_freq,-94.2,-96.62,4.17,1,,55.46
HO_00649,131,UE_0033,CELL_005,CELL_003,intra_freq,-89.03,-94.14,7.97,1,,43.45
HO_00650,387,UE_0026,CELL_003,CELL_003,inter_freq,-102.7,-86.49,32.82,1,,41.29
HO_00651,138,UE_0023,CELL_006,CELL_002,inter_rat,-93.48,-101.17,11.45,1,,26.14
HO_00652,27,UE_0040,CELL_001,CELL_003,intra_freq,-79.38,-76.09,7.5,1,,64.27
HO_00653,98,UE_0026,CELL_006,CELL_004,inter_freq,-93.27,-81.93,2.5,1,,49.11
HO_00654,297,UE_0043,CELL_001,CELL_001,inter_rat,-91.19,-85.28,0.96,1,,78.28
HO_00655,79,UE_0006,CELL_002,CELL_001,intra_freq,-92.73,-94.28,33.79,1,,57.89
HO_00656,204,UE_0038,CELL_001,CELL_003,inter_freq,-98.23,-78.11,20.22,1,,20.75
HO_00657,191,UE_0035,CELL_002,CELL_004,inter_freq,-100.69,-85.38,1.96,1,,58.48
HO_00658,386,UE_0002,CELL_006,CELL_006,inter_rat,-96.98,-86.39,28.76,1,,52.63
HO_00659,442,UE_0047,CELL_005,CELL_002,intra_freq,-112.58,-91.4,16.66,1,,34.08
HO_00660,203,UE_0045,CELL_005,CELL_002,intra_freq,-106.78,-86.27,1.45,1,,22.36
HO_00661,28,UE_0006,CELL_003,CELL_002,intra_freq,-96.11,-90.83,9.07,1,,26.66
HO_00662,216,UE_0022,CELL_001,CELL_004,intra_freq,-80.43,-81.46,11.38,1,,74.01
HO_00663,327,UE_0009,CELL_002,CELL_004,inter_freq,-105.22,-85.87,2.86,1,,59.76
HO_00664,253,UE_0004,CELL_005,CELL_000,inter_rat,-103.86,-89.66,26.9,1,,61.91
HO_00665,277,UE_0003,CELL_001,CELL_003,inter_rat,-95.84,-88.52,27.05,1,,28.67
HO_00666,364,UE_0027,CELL_000,CELL_006,inter_rat,-100.89,-103.44,3.03,1,,43.65
HO_00667,27,UE_0033,CELL_003,CELL_004,inter_rat,-100.5,-81.33,9.14,1,,68.46
HO_00668,330,UE_0046,CELL_000,CELL_000,intra_freq,-99.3,-91.62,4.48,1,,54.33
HO_00669,339,UE_0047,CELL_005,CELL_005,intra_freq,-89.61,-84.99,17.27,1,,23.31
HO_00670,278,UE_0039,CELL_001,CELL_006,intra_freq,-91.43,-83.06,25.62,1,,21.95
HO_00671,152,UE_0012,CELL_002,CELL_005,inter_rat,-96.01,-86.6,14.02,1,,55.57
HO_00672,414,UE_0009,CELL_003,CELL_000,intra_freq,-110.65,-100.07,13.94,1,,47.73
HO_00673,41,UE_0005,CELL_003,CELL_002,inter_freq,-112.08,-75.5,21.35,1,,43.88
HO_00674,131,UE_0013,CELL_002,CELL_000,inter_rat,-92.95,-74.87,14.11,1,,33.59
HO_00675,115,UE_0004,CELL_005,CELL_006,inter_freq,-101.43,-100.95,14.7,1,,70.28
HO_00676,113,UE_0006,CELL_004,CELL_006,inter_freq,-92.62,-81.53,15.66,1,,32.49
HO_00677,446,UE_0045,CELL_002,CELL_001,inter_freq,-104.91,-87.54,15.09,1,,76.03
HO_00678,99,UE_0011,CELL_006,CELL_005,inter_freq,-95.29,-89.5,28.22,1,,73.52
HO_00679,365,UE_0038,CELL_001,CELL_006,inter_freq,-104.92,-107.19,4.72,1,,32.56
HO_00680,278,UE_0007,CELL_003,CELL_003,intra_freq,-103.99,-75.37,17.98,1,,29.48
HO_00681,185,UE_0031,CELL_000,CELL_003,inter_freq,-86.0,-96.87,2.34,1,,66.94
HO_00682,342,UE_0020,CELL_002,CELL_001,inter_freq,-87.75,-87.37,5.3,1,,48.29
HO_00683,80,UE_0040,CELL_006,CELL_001,inter_freq,-95.93,-93.75,21.57,1,,40.58
HO_00684,190,UE_0001,CELL_003,CELL_004,intra_freq,-96.85,-101.41,31.57,1,,58.82
HO_00685,63,UE_0014,CELL_002,CELL_004,inter_rat,-91.44,-74.36,24.96,1,,77.88
HO_00686,243,UE_0011,CELL_002,CELL_000,inter_rat,-90.08,-76.74,8.5,1,,45.85
HO_00687,182,UE_0019,CELL_002,CELL_000,intra_freq,-84.32,-87.92,2.4,1,,67.67
HO_00688,42,UE_0030,CELL_003,CELL_004,inter_rat,-87.4,-76.69,8.71,1,,36.4
HO_00689,321,UE_0007,CELL_002,CELL_005,inter_rat,-89.58,-78.6,34.57,1,,76.82
HO_00690,263,UE_0033,CELL_001,CELL_004,inter_freq,-105.03,-92.55,7.33,1,,24.23
HO_00691,191,UE_0018,CELL_002,CELL_000,inter_freq,-89.06,-99.2,34.96,1,,44.31
HO_00692,45,UE_0026,CELL_001,CELL_000,intra_freq,-93.21,-96.55,5.06,1,,39.21
HO_00693,374,UE_0016,CELL_006,CELL_003,inter_rat,-87.12,-78.11,34.12,1,,43.38
HO_00694,237,UE_0015,CELL_000,CELL_002,intra_freq,-92.41,-69.94,14.59,1,,52.14
HO_00695,108,UE_0032,CELL_006,CELL_006,inter_freq,-85.44,-82.51,0.5,1,,72.5
HO_00696,29,UE_0033,CELL_005,CELL_002,intra_freq,-96.29,-95.42,20.1,1,,29.23
HO_00697,22,UE_0041,CELL_002,CELL_001,intra_freq,-88.9,-98.46,27.11,1,,65.49
HO_00698,389,UE_0017,CELL_001,CELL_001,inter_freq,-95.9,-78.77,6.3,1,,30.56
HO_00699,255,UE_0007,CELL_006,CELL_004,intra_freq,-88.39,-78.29,19.07,1,,40.4
HO_00700,42,UE_0049,CELL_000,CELL_003,inter_freq,-85.58,-81.15,25.01,1,,26.68
HO_00701,118,UE_0018,CELL_001,CELL_002,inter_rat,-90.88,-88.6,0.65,1,,23.3
HO_00702,272,UE_0014,CELL_004,CELL_001,intra_freq,-99.13,-77.9,29.79,1,,47.69
HO_00703,323,UE_0000,CELL_004,CELL_003,intra_freq,-100.79,-80.27,15.02,1,,26.64
HO_00704,179,UE_0014,CELL_006,CELL_006,intra_freq,-87.65,-91.71,7.21,1,,41.12
HO_00705,45,UE_0032,CELL_006,CELL_006,intra_freq,-98.23,-96.9,28.5,1,,30.28
HO_00706,96,UE_0019,CELL_004,CELL_004,inter_rat,-88.96,-85.36,33.44,1,,49.56
HO_00707,409,UE_0013,CELL_002,CELL_004,inter_rat,-94.96,-82.22,10.38,1,,66.44
HO_00708,210,UE_0008,CELL_005,CELL_005,inter_rat,-81.28,-92.75,4.55,1,,68.35
HO_00709,426,UE_0016,CELL_005,CELL_005,inter_freq,-84.89,-85.91,3.18,1,,29.07
HO_00710,332,UE_0002,CELL_000,CELL_000,inter_freq,-81.16,-85.55,34.48,1,,37.97
HO_00711,115,UE_0032,CELL_002,CELL_000,intra_freq,-102.16,-83.58,11.21,1,,53.26
HO_00712,397,UE_0029,CELL_000,CELL_000,inter_rat,-94.39,-73.83,8.4,1,,64.6
HO_00713,352,UE_0012,CELL_001,CELL_004,intra_freq,-87.78,-98.18,4.72,1,,39.12
HO_00714,473,UE_0048,CELL_002,CELL_002,inter_rat,-93.84,-84.15,8.05,1,,75.73
HO_00715,356,UE_0018,CELL_003,CELL_004,inter_rat,-95.05,-91.44,4.67,1,,40.2
HO_00716,8,UE_0015,CELL_002,CELL_001,intra_freq,-95.43,-99.63,34.05,1,,21.69
HO_00717,473,UE_0016,CELL_002,CELL_002,inter_freq,-100.6,-95.48,11.74,1,,31.23
HO_00718,47,UE_0001,CELL_006,CELL_000,inter_freq,-94.22,-87.16,31.95,1,,46.47
HO_00719,130,UE_0013,CELL_003,CELL_005,intra_freq,-86.18,-82.83,14.74,1,,41.16
HO_00720,53,UE_0024,CELL_002,CELL_002,inter_freq,-101.16,-75.37,1.31,1,,46.45
HO_00721,349,UE_0045,CELL_005,CELL_001,inter_freq,-100.76,-91.93,6.96,1,,35.06
HO_00722,84,UE_0049,CELL_001,CELL_001,intra_freq,-112.78,-89.8,0.2,1,,50.51
HO_00723,486,UE_0013,CELL_001,CELL_000,inter_freq,-89.86,-94.34,17.6,1,,47.85
HO_00724,359,UE_0016,CELL_002,CELL_006,inter_freq,-101.85,-89.33,3.84,1,,23.53
HO_00725,492,UE_0043,CELL_004,CELL_001,intra_freq,-84.59,-101.06,34.9,1,,34.81
HO_00726,314,UE_0033,CELL_002,CELL_001,inter_rat,-94.42,-95.23,20.43,1,,49.36
HO_00727,395,UE_0009,CELL_006,CELL_004,inter_rat,-90.88,-84.11,24.64,1,,65.0
HO_00728,209,UE_0011,CELL_006,CELL_006,inter_rat,-108.99,-95.2,7.18,1,,63.63
HO_00729,17,UE_0000,CELL_006,CELL_004,inter_freq,-97.6,-94.52,5.1,1,,32.18
HO_00730,334,UE_0019,CELL_006,CELL_000,intra_freq,-87.25,-94.11,5.62,1,,62.21
HO_00731,329,UE_0026,CELL_004,CELL_004,intra_freq,-82.65,-84.08,12.68,1,,44.55
HO_00732,335,UE_0031,CELL_006,CELL_000,inter_freq,-93.03,-96.42,4.13,1,,29.87
HO_00733,189,UE_0044,CELL_004,CELL_005,intra_freq,-105.54,-100.64,28.08,1,,28.85
HO_00734,122,UE_0016,CELL_003,CELL_004,inter_freq,-79.92,-90.05,7.74,1,,53.85
HO_00735,334,UE_0017,CELL_006,CELL_004,inter_rat,-98.78,-87.85,22.75,0,ping_pong,46.56
HO_00736,277,UE_0047,CELL_006,CELL_005,inter_rat,-106.24,-89.71,22.31,1,,77.16
HO_00737,330,UE_0027,CELL_003,CELL_000,inter_freq,-100.33,-93.13,30.33,1,,64.48
HO_00738,151,UE_0010,CELL_001,CELL_000,inter_freq,-111.87,-91.71,10.3,1,,76.61
HO_00739,101,UE_0040,CELL_003,CELL_000,inter_freq,-97.96,-76.92,21.25,1,,46.67
HO_00740,141,UE_0015,CELL_004,CELL_001,inter_freq,-85.79,-82.07,26.91,1,,52.37
HO_00741,446,UE_0044,CELL_001,CELL_000,inter_freq,-85.21,-81.69,31.44,1,,36.91
HO_00742,450,UE_0038,CELL_003,CELL_000,inter_rat,-104.53,-79.29,32.13,1,,35.31
HO_00743,444,UE_0003,CELL_001,CELL_006,inter_rat,-101.36,-89.01,17.02,1,,34.79
HO_00744,31,UE_0002,CELL_000,CELL_002,intra_freq,-105.66,-80.94,28.24,1,,54.17
HO_00745,484,UE_0004,CELL_003,CELL_002,inter_rat,-94.66,-89.8,25.79,1,,35.17
HO_00746,4,UE_0007,CELL_006,CELL_002,inter_rat,-97.77,-85.71,10.74,1,,35.42
HO_00747,84,UE_0039,CELL_006,CELL_000,inter_rat,-84.03,-84.95,28.08,1,,48.06
HO_00748,406,UE_0008,CELL_004,CELL_005,intra_freq,-86.42,-89.9,3.93,1,,67.9
HO_00749,180,UE_0022,CELL_006,CELL_001,inter_rat,-98.15,-102.69,31.16,1,,58.62
HO_00750,497,UE_0034,CELL_002,CELL_002,inter_rat,-91.07,-82.2,26.85,1,,75.32
HO_00751,5,UE_0018,CELL_002,CELL_000,intra_freq,-108.96,-84.46,22.17,1,,70.38
HO_00752,494,UE_0017,CELL_000,CELL_000,inter_rat,-95.85,-100.8,4.94,1,,56.59
HO_00753,60,UE_0020,CELL_002,CELL_000,inter_rat,-91.96,-85.55,14.55,1,,31.91
HO_00754,468,UE_0043,CELL_002,CELL_006,inter_rat,-98.98,-77.72,33.48,1,,28.29
HO_00755,135,UE_0047,CELL_005,CELL_002,inter_rat,-109.03,-92.7,6.68,1,,26.22
HO_00756,136,UE_0006,CELL_004,CELL_006,inter_freq,-93.04,-90.81,4.72,1,,61.64
HO_00757,125,UE_0033,CELL_004,CELL_004,intra_freq,-90.27,-94.15,24.53,1,,20.92
HO_00758,8,UE_0025,CELL_002,CELL_006,intra_freq,-103.98,-93.9,28.72,1,,60.98
HO_00759,402,UE_0032,CELL_001,CELL_004,inter_rat,-82.15,-97.59,16.56,1,,54.49
HO_00760,26,UE_0042,CELL_005,CELL_001,intra_freq,-84.99,-91.85,24.24,1,,55.26
HO_00761,404,UE_0035,CELL_000,CELL_004,intra_freq,-87.18,-75.14,4.34,1,,22.94
HO_00762,258,UE_0031,CELL_000,CELL_003,inter_freq,-108.9,-92.75,24.46,1,,68.01
HO_00763,254,UE_0004,CELL_003,CELL_005,intra_freq,-79.81,-98.59,1.04,1,,25.55
HO_00764,177,UE_0001,CELL_000,CELL_000,inter_rat,-99.02,-84.73,28.72,1,,20.51
HO_00765,463,UE_0025,CELL_001,CELL_004,inter_rat,-99.91,-88.31,20.86,1,,59.68
HO_00766,396,UE_0015,CELL_001,CELL_004,inter_freq,-98.51,-69.66,25.19,1,,31.89
HO_00767,315,UE_0035,CELL_000,CELL_000,inter_freq,-87.61,-92.87,19.71,1,,73.2
HO_00768,245,UE_0008,CELL_004,CELL_001,inter_rat,-92.53,-87.42,6.22,1,,21.64
HO_00769,211,UE_0029,CELL_000,CELL_005,inter_freq,-90.1,-91.83,5.34,1,,68.04
HO_00770,176,UE_0012,CELL_002,CELL_003,intra_freq,-108.57,-92.53,12.08,1,,67.05
HO_00771,305,UE_0008,CELL_006,CELL_006,inter_rat,-94.3,-79.07,29.01,1,,51.76
HO_00772,260,UE_0043,CELL_004,CELL_002,intra_freq,-89.56,-107.18,28.35,1,,37.38
HO_00773,344,UE_0017,CELL_006,CELL_003,intra_freq,-99.61,-70.65,19.19,1,,23.79
HO_00774,161,UE_0046,CELL_003,CELL_004,intra_freq,-95.88,-92.31,26.15,1,,31.3
HO_00775,95,UE_0034,CELL_006,CELL_000,intra_freq,-97.92,-88.86,21.88,1,,42.13
HO_00776,326,UE_0006,CELL_000,CELL_001,intra_freq,-80.02,-92.08,5.01,1,,44.84
HO_00777,18,UE_0037,CELL_001,CELL_005,inter_freq,-85.43,-97.34,26.33,1,,61.48
HO_00778,50,UE_0030,CELL_003,CELL_005,intra_freq,-77.93,-89.7,19.59,1,,34.88
HO_00779,239,UE_0017,CELL_002,CELL_004,inter_freq,-87.17,-80.13,13.58,1,,52.44
HO_00780,325,UE_0034,CELL_000,CELL_002,inter_rat,-96.5,-83.79,21.29,1,,22.15
HO_00781,53,UE_0042,CELL_005,CELL_006,inter_freq,-90.27,-82.54,20.07,1,,25.39
HO_00782,339,UE_0042,CELL_000,CELL_002,inter_freq,-99.96,-84.98,30.54,1,,45.71
HO_00783,489,UE_0003,CELL_000,CELL_005,intra_freq,-98.18,-98.27,7.14,1,,39.28
HO_00784,63,UE_0029,CELL_006,CELL_002,intra_freq,-96.65,-95.16,1.14,1,,34.92
