event_id,timestamp,source_ip,target_cell,threat_type,is_attack,packet_rate_pps,auth_failures,spectrum_anomaly_score,flow_entropy,bytes_transferred
SEC_002550,3,10.142.155.14,CELL_002,normal,0,32.75,0,0.006,0.588,461320
SEC_002551,486,10.153.39.228,CELL_006,normal,0,37.38,0,0.078,0.93,507707
SEC_002552,21,10.118.70.177,CELL_004,normal,0,118.29,0,0.025,0.945,620685
SEC_002553,155,10.149.18.122,CELL_006,rogue_gnb,1,1136.23,4,0.872,0.193,338498
SEC_002554,250,10.213.109.44,CELL_003,ddos,1,2063.59,4,0.983,0.102,111936
SEC_002555,117,10.29.112.110,CELL_003,normal,0,6.7,0,0.282,0.533,32033
SEC_002556,340,10.215.138.197,CELL_004,normal,0,29.26,0,0.105,0.761,916501
SEC_002557,276,10.218.71.191,CELL_000,normal,0,220.39,0,0.043,0.789,735337
SEC_002558,323,10.225.72.179,CELL_004,normal,0,171.01,1,0.144,0.684,647403
SEC_002559,42,10.195.190.128,CELL_003,normal,0,114.55,0,0.172,0.895,414865
SEC_002560,207,10.32.68.174,CELL_003,normal,0,32.16,1,0.172,0.952,765517
SEC_002561,208,10.27.118.34,CELL_004,normal,0,288.98,1,0.045,0.71,17319
SEC_002562,392,10.58.156.12,CELL_000,normal,0,90.55,0,0.209,0.908,251651
SEC_002563,389,10.32.21.77,CELL_000,normal,0,189.5,0,0.153,0.703,640763
SEC_002564,185,10.147.61.92,CELL_002,normal,0,110.79,0,0.295,0.995,584363
SEC_002565,102,10.224.228.18,CELL_003,spoofing,1,63.74,2,0.967,0.305,761166
SEC_002566,458,10.164.217.94,CELL_001,normal,0,272.39,0,0.099,0.502,50035
SEC_002567,49,10.221.30.27,CELL_002,normal,0,11.47,0,0.279,0.706,833114
SEC_002568,252,10.151.233.171,CELL_004,normal,0,13.46,0,0.034,0.762,984624
SEC_002569,48,10.248.83.176,CELL_005,normal,0,73.78,0,0.058,0.869,154583
SEC_002570,490,10.122.15.194,CELL_000,normal,0,44.94,0,0.121,0.577,964246
SEC_002571,344,10.71.234.74,CELL_001,normal,0,23.52,0,0.025,0.873,614214
SEC_002572,329,10.45.207.169,CELL_003,normal,0,108.97,1,0.128,0.797,853001
SEC_002573,165,10.151.150.168,CELL_001,normal,0,4.24,0,0.036,0.652,510533
SEC_002574,47,10.46.120.240,CELL_001,normal,0,18.02,0,0.173,0.572,433699
SEC_002575,346,10.191.147.219,CELL_006,normal,0,106.32,0,0.042,0.797,868392
SEC_002576,102,10.205.195.98,CELL_001,normal,0,14.24,1,0.299,0.928,249653
SEC_002577,291,10.29.15.2,CELL_005,normal,0,399.59,0,0.07,0.729,521298
SEC_002578,71,10.238.35.214,CELL_003,normal,0,91.1,1,0.209,0.612,257639
SEC_002579,492,10.38.15.131,CELL_001,normal,0,142.64,0,0.02,0.944,674881
SEC_002580,428,10.88.71.249,CELL_003,spoofing,1,280.84,0,0.801,0.086,205388
SEC_002581,468,10.178.35.230,CELL_001,normal,0,142.46,0,0.298,0.986,2438
SEC_002582,331,10.197.195.155,CELL_004,normal,0,91.77,0,0.106,0.627,899939
SEC_002583,363,10.75.90.215,CELL_003,normal,0,322.13,0,0.263,0.689,29678
SEC_002584,304,10.117.54.234,CELL_006,normal,0,329.15,0,0.202,0.574,194598
SEC_002585,342,10.70.139.53,CELL_003,normal,0,170.61,0,0.067,0.578,309854
SEC_002586,2,10.47.82.232,CELL_006,normal,0,102.28,0,0.292,0.65,294598
SEC_002587,206,10.179.104.160,CELL_006,normal,0,84.14,0,0.05,0.599,538192
SEC_002588,258,10.61.210.73,CELL_000,normal,0,170.52,1,0.285,0.977,409647
SEC_002589,463,10.2.48.24,CELL_001,normal,0,84.57,0,0.243,0.504,648221
SEC_002590,14,10.39.160.226,CELL_001,normal,0,14.58,0,0.04,0.734,670581
SEC_002591,221,10.59.150.120,CELL_004,normal,0,126.64,0,0.144,0.977,156704
SEC_002592,270,10.0.218.19,CELL_000,normal,0,136.4,0,0.068,0.923,84817
SEC_002593,127,10.57.207.141,CELL_004,normal,0,238.65,1,0.085,0.96,409366
SEC_002594,393,10.225.43.190,CELL_002,normal,0,4.22,0,0.188,0.979,608059
SEC_002595,402,10.18.25.116,CELL_004,normal,0,114.51,0,0.182,0.776,117634
SEC_002596,478,10.245.199.189,CELL_001,normal,0,48.71,0,0.286,0.926,63763
SEC_002597,228,10.4.199.185,CELL_006,normal,0,256.02,0,0.118,0.799,856513
SEC_002598,319,10.152.178.214,CELL_005,normal,0,36.16,0,0.214,0.569,17629
SEC_002599,446,10.143.234.115,CELL_005,normal,0,78.1,0,0.277,0.628,955114
SEC_002600,386,10.27.178.49,CELL_006,normal,0,18.48,0,0.212,0.89,448391
SEC_002601,167,10.175.161.145,CELL_000,normal,0,19.02,1,0.13,0.823,299432
SEC_002602,109,10.246.101.151,CELL_006,ddos,1,1035.98,1,0.845,0.415,48313
SEC_002603,383,10.58.245.239,CELL_002,normal,0,112.81,0,0.025,0.581,694790
SEC_002604,458,10.204.38.116,CELL_000,normal,0,54.59,0,0.264,0.566,219707
SEC_002605,313,10.23.110.67,CELL_006,normal,0,27.39,0,0.225,0.904,553264
SEC_002606,419,10.16.249.31,CELL_006,normal,0,91.94,0,0.017,0.638,961875
SEC_002607,470,10.49.87.124,CELL_004,ddos,1,153.62,5,0.984,0.285,107598
SEC_002608,138,10.12.145.181,CELL_004,pilot_contamination,1,538.18,1,0.975,0.266,101599
SEC_002609,461,10.207.254.217,CELL_003,normal,0,169.73,0,0.102,0.838,236062
SEC_002610,312,10.164.162.26,CELL_003,normal,0,13.1,0,0.241,0.698,924135
SEC_002611,355,10.220.33.133,CELL_000,normal,0,18.69,0,0.221,0.73,399286
SEC_002612,463,10.204.224.112,CELL_006,normal,0,23.63,0,0.102,0.868,752547
SEC_002613,93,10.167.206.114,CELL_005,normal,0,34.84,0,0.055,0.615,483367
SEC_002614,90,10.45.109.120,CELL_005,spoofing,1,1674.61,3,0.811,0.122,742821
SEC_002615,478,10.98.142.126,CELL_006,normal,0,48.56,0,0.19,0.74,953267
SEC_002616,473,10.126.105.91,CELL_002,normal,0,54.22,0,0.075,0.926,499846
SEC_002617,262,10.22.48.162,CELL_002,normal,0,156.16,0,0.093,0.77,267386
SEC_002618,154,10.96.197.98,CELL_005,normal,0,150.21,0,0.119,0.666,866345
SEC_002619,178,10.154.37.154,CELL_000,normal,0,267.88,0,0.061,0.539,690497
SEC_002620,123,10.183.6.149,CELL_000,normal,0,74.8,0,0.117,0.94,629791
SEC_002621,4,10.104.244.107,CELL_004,normal,0,240.2,0,0.09,0.577,572074
SEC_002622,364,10.62.102.190,CELL_003,normal,0,51.11,0,0.222,0.502,466455
SEC_002623,123,10.224.127.88,CELL_003,ddos,1,25.13,5,0.918,0.259,175897
SEC_002624,396,10.82.113.129,CELL_005,normal,0,54.68,0,0.104,0.541,411655
SEC_002625,186,10.139.34.10,CELL_004,normal,0,40.64,1,0.208,0.639,749218
SEC_002626,454,10.190.87.144,CELL_006,normal,0,179.73,0,0.253,0.784,341841
SEC_002627,428,10.164.226.131,CELL_005,normal,0,19.88,0,0.033,0.534,478732
SEC_002628,242,10.133.42.251,CELL_001,normal,0,247.72,0,0.148,0.997,642797
SEC_002629,291,10.51.157.168,CELL_006,normal,0,11.61,0,0.056,0.51,254912
SEC_002630,315,10.87.72.103,CELL_004,rogue_gnb,1,522.29,1,0.986,0.204,541083
SEC_002631,15,10.201.131.142,CELL_000,normal,0,85.28,0,0.243,0.839,124528
SEC_002632,312,10.251.175.61,CELL_004,normal,0,3.9,0,0.083,0.757,454345
SEC_002633,491,10.75.105.35,CELL_000,normal,0,6.48,0,0.013,0.662,870754
SEC_002634,153,10.63.61.72,CELL_006,normal,0,222.93,0,0.287,0.961,383857
SEC_002635,395,10.17.211.192,CELL_004,normal,0,107.35,0,0.172,0.707,466636
SEC_002636,408,10.246.51.147,CELL_000,normal,0,12.67,1,0.07,0.719,728323
SEC_002637,470,10.91.138.76,CELL_001,normal,0,0.54,1,0.008,0.767,543373
SEC_002638,150,10.74.191.114,CELL_001,spoofing,1,998.53,4,0.877,0.189,228395
SEC_002639,118,10.27.157.223,CELL_000,normal,0,327.46,0,0.08,0.855,526446
SEC_002640,84,10.145.240.37,CELL_006,normal,0,69.33,0,0.11,0.952,919624
SEC_002641,116,10.19.172.146,CELL_000,normal,0,9.02,0,0.003,0.727,26634
SEC_002642,19,10.67.96.26,CELL_003,jamming,1,444.56,3,0.721,0.407,44768
SEC_002643,208,10.243.228.146,CELL_002,jamming,1,4132.53,5,0.933,0.32,778275
SEC_002644,292,10.123.194.75,CELL_000,rogue_gnb,1,963.27,3,0.892,0.196,448794
SEC_002645,491,10.101.180.249,CELL_004,spoofing,1,7.83,5,0.741,0.228,52457
SEC_002646,116,10.11.223.109,CELL_003,normal,0,22.8,0,0.094,0.966,248642
SEC_002647,161,10.131.129.7,CELL_001,normal,0,352.4,0,0.028,0.967,303196
SEC_002648,171,10.89.240.218,CELL_000,normal,0,99.57,0,0.147,0.773,906436
SEC_002649,454,10.25.13.211,CELL_005,normal,0,16.53,0,0.222,0.555,387292
SEC_002650,475,10.203.71.115,CELL_003,normal,0,72.11,0,0.021,0.77,843570
SEC_002651,469,10.126.56.76,CELL_004,normal,0,372.37,0,0.008,0.551,851167
SEC_002652,279,10.76.105.129,CELL_004,normal,0,66.12,1,0.064,0.825,79357
SEC_002653,361,10.148.217.66,CELL_004,normal,0,108.54,0,0.178,0.642,251537
SEC_002654,373,10.98.84.104,CELL_001,normal,0,22.94,0,0.102,0.673,555917
SEC_002655,175,10.177.237.228,CELL_003,normal,0,139.14,0,0.293,0.635,523400
SEC_002656,255,10.229.148.65,CELL_003,normal,0,22.89,0,0.002,0.631,527247
SEC_002657,323,10.120.43.168,CELL_003,normal,0,12.07,0,0.127,0.714,927105
SEC_002658,365,10.146.152.187,CELL_003,normal,0,58.15,0,0.098,0.917,958678
SEC_002659,358,10.10.125.7,CELL_001,normal,0,121.33,0,0.245,0.893,837683
SEC_002660,297,10.92.190.222,CELL_004,normal,0,112.01,0,0.263,0.556,321331
SEC_002661,321,10.161.38.101,CELL_000,normal,0,207.48,0,0.202,0.673,983062
SEC_002662,142,10.185.130.61,CELL_003,normal,0,38.91,0,0.059,0.981,114508
SEC_002663,412,10.142.27.170,CELL_002,normal,0,145.19,0,0.089,0.816,202528
SEC_002664,373,10.172.251.242,CELL_005,normal,0,42.14,0,0.245,0.911,413202
SEC_002665,490,10.196.11.222,CELL_001,normal,0,92.75,1,0.267,0.709,747967
SEC_002666,45,10.47.23.112,CELL_000,normal,0,6.54,0,0.247,0.704,450162
SEC_002667,216,10.11.94.244,CELL_002,normal,0,280.22,0,0.063,0.682,128298
SEC_002668,274,10.59.31.27,CELL_001,normal,0,18.86,0,0.028,0.621,977425
SEC_002669,413,10.31.254.7,CELL_001,normal,0,6.66,1,0.174,0.731,555088
SEC_002670,208,10.124.106.141,CELL_004,normal,0,27.73,0,0.125,0.536,567797
SEC_002671,205,10.82.44.109,CELL_002,normal,0,27.7,0,0.147,0.657,582951
SEC_002672,201,10.172.232.236,CELL_006,normal,0,1.4,0,0.192,0.694,166074
SEC_002673,319,10.139.212.146,CELL_000,normal,0,15.95,0,0.176,0.872,896153
SEC_002674,229,10.7.184.53,CELL_006,normal,0,8.45,0,0.066,0.568,797562
SEC_002675,268,10.71.222.234,CELL_005,normal,0,146.38,0,0.205,0.945,500135
SEC_002676,402,10.89.222.189,CELL_005,normal,0,90.34,0,0.036,0.557,210593
SEC_002677,230,10.242.44.47,CELL_004,normal,0,226.34,0,0.273,0.877,325790
SEC_002678,106,10.60.108.54,CELL_003,rogue_gnb,1,3045.99,6,0.975,0.206,348841
SEC_002679,14,10.162.177.11,CELL_000,normal,0,82.49,0,0.164,0.575,592974
SEC_002680,309,10.248.25.143,CELL_001,normal,0,517.03,0,0.23,0.958,305923
SEC_002681,456,10.199.53.203,CELL_000,normal,0,86.26,0,0.3,0.632,359321
SEC_002682,443,10.83.216.96,CELL_000,normal,0,13.51,2,0.025,0.8,422216
SEC_002683,321,10.0.209.192,CELL_004,normal,0,18.93,0,0.057,0.783,20256
SEC_002684,266,10.183.65.146,CELL_006,normal,0,34.28,0,0.018,0.61,828513
SEC_002685,424,10.99.186.34,CELL_004,normal,0,0.83,0,0.197,0.652,276850
SEC_002686,223,10.234.225.227,CELL_000,normal,0,13.79,0,0.14,0.945,739182
SEC_002687,194,10.190.51.191,CELL_005,normal,0,30.95,0,0.168,0.739,435398
SEC_002688,392,10.143.90.230,CELL_005,normal,0,40.9,1,0.033,0.781,515165
SEC_002689,429,10.36.119.123,CELL_003,normal,0,17.75,0,0.085,0.897,791116
SEC_002690,32,10.224.86.183,CELL_000,normal,0,120.68,0,0.073,0.902,523479
SEC_002691,199,10.58.248.137,CELL_000,normal,0,17.55,0,0.199,0.689,994643
SEC_002692,231,10.131.250.158,CELL_002,normal,0,4.01,0,0.154,0.764,671335
SEC_002693,185,10.167.220.139,CELL_004,jamming,1,1134.72,6,0.845,0.248,367833
SEC_002694,397,10.49.188.216,CELL_000,normal,0,70.74,0,0.119,0.507,970100
SEC_002695,334,10.227.249.60,CELL_000,normal,0,131.36,0,0.219,0.736,671085
SEC_002696,426,10.183.14.25,CELL_002,normal,0,45.3,0,0.075,0.813,641911
SEC_002697,186,10.29.55.18,CELL_004,normal,0,104.02,1,0.053,0.724,746366
SEC_002698,134,10.1.145.124,CELL_004,jamming,1,270.43,3,0.746,0.433,583327
SEC_002699,7,10.222.198.142,CELL_003,normal,0,13.91,0,0.073,0.877,866273
SEC_002700,13,10.20.208.21,CELL_001,normal,0,5.79,0,0.209,0.594,982499
SEC_002701,261,10.234.230.226,CELL_003,normal,0,57.78,0,0.168,0.79,166971
SEC_002702,134,10.248.61.106,CELL_006,normal,0,9.49,0,0.208,0.848,474099
SEC_002703,456,10.88.64.126,CELL_006,normal,0,77.9,1,0.167,0.503,469333
SEC_002704,217,10.202.128.228,CELL_001,normal,0,397.36,0,0.035,0.649,128758
SEC_002705,56,10.28.226.190,CELL_002,normal,0,161.28,0,0.078,0.628,129183
SEC_002706,253,10.247.214.8,CELL_004,normal,0,319.69,0,0.299,0.979,794082
SEC_002707,116,10.252.229.89,CELL_001,rogue_gnb,1,303.79,5,0.867,0.218,44599
SEC_002708,2,10.42.63.137,CELL_003,normal,0,124.35,0,0.112,0.742,293661
SEC_002709,481,10.253.25.15,CELL_005,normal,0,395.77,0,0.166,0.931,171368
SEC_002710,498,10.21.142.120,CELL_000,normal,0,35.87,0,0.185,0.793,771683
SEC_002711,466,10.100.68.103,CELL_003,rogue_gnb,1,4154.12,1,0.818,0.222,901564
SEC_002712,245,10.211.56.163,CELL_005,normal,0,228.71,0,0.164,0.742,794046
SEC_002713,63,10.172.171.141,CELL_001,normal,0,58.59,0,0.223,0.685,899576
SEC_002714,474,10.66.51.92,CELL_002,normal,0,17.04,0,0.233,0.878,169566
SEC_002715,193,10.79.8.155,CELL_003,normal,0,21.89,0,0.126,0.549,378879
SEC_002716,183,10.8.140.79,CELL_004,normal,0,209.45,0,0.238,0.573,847561
SEC_002717,132,10.69.20.188,CELL_005,normal,0,36.74,0,0.255,0.89,311184
SEC_002718,236,10.141.158.187,CELL_005,normal,0,155.46,0,0.066,0.52,645374
SEC_002719,348,10.160.91.24,CELL_005,normal,0,135.63,0,0.09,0.658,556479
SEC_002720,167,10.119.157.165,CELL_003,normal,0,198.55,0,0.273,0.844,483070
SEC_002721,275,10.12.73.90,CELL_005,normal,0,163.75,0,0.241,0.856,92586
SEC_002722,215,10.25.78.27,CELL_006,normal,0,6.19,0,0.102,0.561,231196
SEC_002723,405,10.80.87.145,CELL_000,normal,0,214.39,0,0.195,0.885,920324
SEC_002724,427,10.86.199.95,CELL_005,normal,0,1.61,0,0.022,0.679,747641
SEC_002725,388,10.134.181.55,CELL_003,jamming,1,3384.22,1,0.943,0.05,252703
SEC_002726,127,10.19.127.81,CELL_006,normal,0,80.38,0,0.237,0.881,313413
SEC_002727,196,10.85.25.214,CELL_005,normal,0,17.65,0,0.245,0.996,621577
SEC_002728,190,10.221.149.174,CELL_001,ddos,1,2848.09,2,0.849,0.286,731300
SEC_002729,466,10.245.157.234,CELL_006,normal,0,541.87,0,0.065,0.902,398813
SEC_002730,5,10.123.94.22,CELL_004,normal,0,159.28,0,0.219,0.842,434369
SEC_002731,116,10.25.84.104,CELL_003,normal,0,144.83,0,0.072,0.52,451186
SEC_002732,297,10.53.246.234,CELL_003,normal,0,32.33,0,0.002,0.61,823641
SEC_002733,297,10.223.0.191,CELL_003,normal,0,41.3,0,0.041,0.628,499120
SEC_002734,73,10.227.184.78,CELL_006,normal,0,286.11,0,0.154,0.802,550752
SEC_002735,446,10.50.62.252,CELL_005,normal,0,147.54,0,0.209,0.836,738063
SEC_002736,474,10.12.57.149,CELL_002,normal,0,130.64,0,0.272,0.688,800570
SEC_002737,307,10.32.103.54,CELL_003,normal,0,11.01,0,0.223,0.602,549220
SEC_002738,74,10.153.25.107,CELL_006,normal,0,35.1,0,0.073,0.53,696146
SEC_002739,73,10.103.72.85,CELL_000,normal,0,5.0,0,0.044,0.725,93837
SEC_002740,60,10.196.72.4,CELL_002,normal,0,202.72,0,0.08,0.562,288764
SEC_002741,216,10.81.209.237,CELL_005,normal,0,32.34,0,0.019,0.993,641024
SEC_002742,376,10.12.16.181,CELL_003,normal,0,153.63,0,0.197,0.991,827718
SEC_002743,61,10.68.33.114,CELL_002,normal,0,11.5,0,0.209,0.594,701901
SEC_002744,200,10.192.51.82,CELL_004,normal,0,421.79,0,0.115,0.652,337417
SEC_002745,345,10.11.240.91,CELL_004,normal,0,24.96,0,0.226,0.667,699807
SEC_002746,54,10.114.253.46,CELL_003,normal,0,34.24,0,0.254,0.646,506356
SEC_002747,79,10.162.159.146,CELL_005,normal,0,64.88,0,0.146,0.998,433165
SEC_002748,168,10.58.62.151,CELL_001,normal,0,70.21,0,0.05,0.622,635246
SEC_002749,366,10.70.211.17,CELL_000,normal,0,126.59,0,0.009,0.917,787756
SEC_002750,326,10.171.112.54,CELL_002,normal,0,51.75,0,0.066,0.554,164352
SEC_002751,455,10.80.168.50,CELL_004,normal,0,16.99,0,0.189,0.797,924040
SEC_002752,226,10.200.193.186,CELL_002,normal,0,12.32,0,0.143,0.826,673740
SEC_002753,157,10.216.36.170,CELL_005,normal,0,344.94,1,0.235,0.915,351479
SEC_002754,25,10.19.28.8,CELL_005,normal,0,35.92,0,0.119,0.847,311082
SEC_002755,371,10.148.66.64,CELL_003,normal,0,62.99,0,0.161,0.744,374513
SEC_002756,380,10.240.37.11,CELL_001,jamming,1,678.43,4,0.971,0.168,826608
SEC_002757,437,10.165.7.253,CELL_005,normal,0,76.5,0,0.229,0.539,502019
SEC_002758,298,10.234.112.233,CELL_005,normal,0,76.46,0,0.032,0.91,370171
SEC_002759,361,10.249.96.228,CELL_005,jamming,1,1164.79,1,0.823,0.298,678449
SEC_002760,448,10.60.59.153,CELL_003,normal,0,39.11,0,0.181,0.829,327969
SEC_002761,455,10.88.169.74,CELL_001,normal,0,5.79,0,0.228,0.503,385209
SEC_002762,481,10.15.206.75,CELL_002,normal,0,333.63,0,0.129,0.942,895339
SEC_002763,492,10.93.43.242,CELL_006,normal,0,28.14,1,0.227,0.819,125328
SEC_002764,474,10.15.12.209,CELL_004,normal,0,24.64,0,0.239,0.783,358032
SEC_002765,255,10.1.179.11,CELL_006,normal,0,147.29,1,0.062,0.92,489953
SEC_002766,476,10.122.112.63,CELL_005,spoofing,1,5761.28,0,0.874,0.28,923296
SEC_002767,155,10.18.26.233,CELL_001,normal,0,49.9,0,0.284,0.517,382400
SEC_002768,304,10.215.244.204,CELL_002,normal,0,491.35,0,0.264,0.763,921902
SEC_002769,5,10.10.240.180,CELL_004,jamming,1,369.04,0,0.72,0.293,676344
SEC_002770,425,10.97.19.127,CELL_005,normal,0,35.04,0,0.088,0.564,142543
SEC_002771,111,10.203.176.236,CELL_002,normal,0,198.9,0,0.202,0.622,793099
SEC_002772,475,10.169.108.139,CELL_002,normal,0,36.88,1,0.229,0.805,692267
SEC_002773,255,10.233.227.53,CELL_001,normal,0,19.43,0,0.195,0.58,263407
SEC_002774,418,10.227.156.117,CELL_001,jamming,1,857.41,2,0.754,0.448,825176
SEC_002775,118,10.15.27.174,CELL_003,rogue_gnb,1,473.42,2,0.715,0.344,833354
SEC_002776,117,10.111.110.139,CELL_000,normal,0,44.38,0,0.066,0.693,245926
SEC_002777,259,10.23.186.86,CELL_006,normal,0,116.64,0,0.253,0.527,698165
SEC_002778,315,10.150.67.237,CELL_002,normal,0,627.3,0,0.046,0.965,837974
SEC_002779,120,10.155.54.92,CELL_002,normal,0,196.79,0,0.214,0.848,184936
SEC_002780,81,10.49.57.179,CELL_000,normal,0,228.24,0,0.215,0.794,667570
SEC_002781,234,10.248.128.177,CELL_002,normal,0,256.01,0,0.296,0.853,32674
SEC_002782,291,10.202.212.9,CELL_004,normal,0,198.38,1,0.177,0.796,896634
SEC_002783,412,10.4.171.251,CELL_006,normal,0,671.04,0,0.049,0.564,750014
SEC_002784,131,10.6.112.68,CELL_006,normal,0,102.25,0,0.3,0.943,168953
SEC_002785,0,10.100.168.186,CELL_005,normal,0,158.18,0,0.14,0.511,331983
SEC_002786,236,10.18.89.95,CELL_000,normal,0,27.25,0,0.052,0.691,388727
SEC_002787,194,10.193.31.120,CELL_001,normal,0,49.56,0,0.119,0.633,232692
SEC_002788,186,10.88.104.129,CELL_003,jamming,1,1421.14,5,0.743,0.185,444211
SEC_002789,86,10.56.52.7,CELL_000,normal,0,120.03,0,0.13,0.78,557593
SEC_002790,475,10.128.250.240,CELL_001,pilot_contamination,1,937.38,1,0.944,0.401,44539
SEC_002791,167,10.99.243.51,CELL_001,normal,0,127.89,0,0.166,0.549,9302
SEC_002792,311,10.106.209.246,CELL_001,ddos,1,274.93,3,0.967,0.349,533339
SEC_002793,63,10.88.136.77,CELL_002,normal,0,8.1,0,0.125,0.829,807018
SEC_002794,164,10.116.163.240,CELL_000,normal,0,117.7,0,0.043,0.891,339762
SEC_002795,151,10.16.81.152,CELL_006,pilot_contamination,1,43.41,1,0.907,0.493,947278
SEC_002796,345,10.86.167.147,CELL_006,normal,0,216.54,0,0.06,0.973,81846
SEC_002797,424,10.137.253.180,CELL_004,normal,0,24.75,0,0.178,0.538,393968
SEC_002798,1,10.201.133.37,CELL_002,normal,0,91.51,0,0.298,0.939,107034
SEC_002799,179,10.169.94.86,CELL_003,normal,0,45.22,0,0.013,0.773,340630
SEC_002800,72,10.128.127.190,CELL_003,normal,0,12.93,0,0.056,0.869,621064
SEC_002801,109,10.42.135.78,CELL_000,normal,0,41.06,0,0.072,0.71,214766
SEC_002802,325,10.225.51.131,CELL_000,normal,0,67.25,0,0.231,0.599,721400
SEC_002803,343,10.241.133.40,CELL_002,rogue_gnb,1,244.23,4,0.874,0.445,165970
SEC_002804,286,10.64.100.113,CELL_003,normal,0,9.27,0,0.204,0.773,606799
SEC_002805,37,10.50.239.193,CELL_003,normal,0,164.51,1,0.152,0.996,120991
SEC_002806,436,10.72.76.235,CELL_003,normal,0,289.26,0,0.062,0.613,220311
SEC_002807,55,10.137.198.103,CELL_003,normal,0,109.63,0,0.141,0.941,396249
SEC_002808,335,10.19.197.66,CELL_004,normal,0,129.89,0,0.137,0.98,27971
SEC_002809,80,10.23.34.253,CELL_001,rogue_gnb,1,307.92,1,0.953,0.211,172811
SEC_002810,255,10.191.215.75,CELL_004,normal,0,131.57,0,0.189,0.584,924940
SEC_002811,30,10.46.223.114,CELL_001,normal,0,150.31,0,0.26,0.692,260329
SEC_002812,251,10.157.180.253,CELL_006,ddos,1,150.25,5,0.993,0.496,267511
SEC_002813,496,10.245.180.43,CELL_004,normal,0,12.52,0,0.063,0.75,264606
SEC_002814,138,10.5.84.8,CELL_000,normal,0,17.76,0,0.253,0.959,26970
SEC_002815,245,10.31.247.141,CELL_001,normal,0,53.8,0,0.122,0.761,230233
SEC_002816,447,10.133.233.209,CELL_002,normal,0,336.91,0,0.299,0.507,235661
SEC_002817,116,10.117.173.12,CELL_000,normal,0,85.42,0,0.015,0.616,684441
SEC_002818,51,10.226.59.229,CELL_006,normal,0,83.65,0,0.056,0.73,320814
SEC_002819,388,10.183.56.115,CELL_004,normal,0,150.05,0,0.241,0.896,101419
SEC_002820,465,10.160.161.240,CELL_004,normal,0,127.4,0,0.191,0.933,535571
SEC_002821,173,10.169.166.196,CELL_000,normal,0,157.35,0,0.032,0.948,281366
SEC_002822,453,10.72.179.196,CELL_006,normal,0,585.09,1,0.155,0.565,756049
SEC_002823,302,10.88.166.98,CELL_001,normal,0,9.89,0,0.019,0.573,614251
SEC_002824,156,10.231.207.8,CELL_000,normal,0,12.64,0,0.127,0.62,786999
SEC_002825,449,10.66.94.36,CELL_001,normal,0,105.23,0,0.043,0.949,581462
SEC_002826,411,10.242.166.230,CELL_000,normal,0,49.77,1,0.184,0.52,986238
SEC_002827,323,10.41.145.101,CELL_006,normal,0,7.22,0,0.163,0.719,601367
SEC_002828,148,10.107.197.198,CELL_000,normal,0,122.92,0,0.263,0.56,122640
SEC_002829,442,10.133.107.20,CELL_006,normal,0,28.74,0,0.186,0.566,588569
SEC_002830,328,10.14.150.13,CELL_002,normal,0,25.78,1,0.269,0.506,480289
SEC_002831,213,10.43.31.39,CELL_002,normal,0,72.69,1,0.153,0.674,524238
SEC_002832,142,10.157.22.162,CELL_005,rogue_gnb,1,761.44,0,0.933,0.055,176097
SEC_002833,125,10.42.218.142,CELL_000,normal,0,109.63,0,0.263,0.541,999402
SEC_002834,444,10.109.144.137,CELL_004,normal,0,88.94,0,0.083,0.713,242319
SEC_002835,487,10.134.102.164,CELL_003,normal,0,441.63,0,0.086,0.858,165097
SEC_002836,341,10.138.23.39,CELL_000,normal,0,88.14,0,0.053,0.586,659073
SEC_002837,280,10.144.110.96,CELL_005,normal,0,111.6,0,0.245,0.803,12295
SEC_002838,374,10.40.40.54,CELL_003,rogue_gnb,1,56.78,4,0.735,0.317,657819
SEC_002839,428,10.83.100.215,CELL_003,normal,0,127.07,0,0.241,0.947,423964
SEC_002840,195,10.170.218.122,CELL_002,normal,0,20.62,0,0.164,0.678,685705
SEC_002841,279,10.170.96.30,CELL_001,normal,0,100.73,0,0.012,0.719,535465
SEC_002842,84,10.173.22.135,CELL_002,normal,0,3.54,0,0.182,0.545,868112
SEC_002843,150,10.102.120.85,CELL_000,normal,0,31.35,0,0.115,0.583,249279
SEC_002844,227,10.210.100.225,CELL_003,normal,0,37.84,0,0.073,0.715,603315
SEC_002845,151,10.138.156.132,CELL_005,normal,0,54.64,0,0.235,0.574,518137
SEC_002846,115,10.41.124.147,CELL_004,normal,0,47.82,0,0.286,0.92,31825
SEC_002847,381,10.220.4.129,CELL_004,normal,0,0.97,0,0.122,0.536,825647
SEC_002848,367,10.10.233.236,CELL_001,normal,0,41.45,0,0.297,0.768,920781
SEC_002849,45,10.60.242.156,CELL_006,normal,0,97.45,0,0.051,0.721,171531
SEC_002850,348,10.0.113.222,CELL_003,normal,0,108.13,0,0.058,0.62,393439
SEC_002851,268,10.167.220.119,CELL_005,normal,0,134.64,0,0.052,0.547,136011
SEC_002852,414,10.209.137.241,CELL_002,normal,0,84.32,0,0.068,0.885,101814
SEC_002853,203,10.99.77.185,CELL_003,normal,0,33.61,0,0.13,0.908,64346
SEC_002854,225,10.75.240.236,CELL_002,normal,0,176.53,2,0.094,0.899,600534
SEC_002855,341,10.34.184.63,CELL_000,ddos,1,1410.53,4,0.829,0.272,705654
SEC_002856,436,10.182.206.252,CELL_002,normal,0,40.15,0,0.001,0.779,846136
